grad(p):0,grad(p):1,grad(p):2
3.58E-05,-7.25E-06,4.40E-24
3.53E-05,-7.94E-06,0
3.48E-05,-8.51E-06,5.97E-22
3.43E-05,-8.92E-06,-6.00E-22
3.37E-05,-9.21E-06,-6.06E-22
3.32E-05,-9.39E-06,0
3.26E-05,-9.46E-06,0
3.21E-05,-9.46E-06,-6.40E-22
3.16E-05,-9.40E-06,-1.31E-21
3.11E-05,-9.29E-06,-6.69E-22
3.06E-05,-9.17E-06,0
3.01E-05,-9.04E-06,7.12E-22
2.97E-05,-8.89E-06,-3.72E-22
2.93E-05,-8.75E-06,0
2.90E-05,-8.63E-06,8.02E-22
2.86E-05,-8.51E-06,4.22E-22
2.83E-05,-8.40E-06,2.57E-24
2.81E-05,-8.28E-06,-4.65E-22
2.79E-05,-8.15E-06,4.90E-22
2.77E-05,-8.00E-06,2.59E-22
2.75E-05,-7.81E-06,-5.45E-22
2.74E-05,-7.56E-06,-2.91E-22
2.72E-05,-7.27E-06,6.16E-22
2.71E-05,-6.93E-06,3.27E-22
2.71E-05,-6.56E-06,0
2.70E-05,-6.19E-06,-1.87E-22
2.69E-05,-5.81E-06,0
2.69E-05,-5.47E-06,2.14E-22
2.69E-05,-5.14E-06,0
2.68E-05,-4.87E-06,-1.24E-22
2.68E-05,-4.58E-06,0
2.68E-05,-4.28E-06,0
2.68E-05,-4.04E-06,-3.08E-22
2.68E-05,-3.73E-06,0
2.68E-05,-3.39E-06,0
2.69E-05,-3.01E-06,0
2.69E-05,-2.64E-06,0
2.69E-05,-2.27E-06,0
2.69E-05,-1.83E-06,0
2.69E-05,-1.25E-06,1.99E-22
2.69E-05,-5.14E-07,1.43E-22
3.87E-05,-3.97E-06,0
3.88E-05,-1.20E-05,-6.55E-23
3.88E-05,-1.84E-05,0
3.89E-05,-2.07E-05,1.68E-22
3.90E-05,-2.07E-05,-5.21E-23
3.91E-05,-2.03E-05,-1.44E-22
3.92E-05,-1.97E-05,0
3.93E-05,-1.89E-05,8.12E-23
3.94E-05,-1.79E-05,-1.52E-22
3.95E-05,-1.69E-05,-1.41E-22
3.96E-05,-1.57E-05,-1.08E-24
3.97E-05,-1.45E-05,0
3.97E-05,-1.34E-05,3.41E-22
3.98E-05,-1.22E-05,-2.11E-22
3.98E-05,-1.10E-05,9.94E-23
3.99E-05,-9.87E-06,-1.53E-24
3.99E-05,-8.79E-06,0
3.99E-05,-7.76E-06,0
3.99E-05,-6.80E-06,0
3.99E-05,-5.93E-06,0
3.99E-05,-5.12E-06,0
3.99E-05,-4.37E-06,2.55E-22
3.98E-05,-3.72E-06,-4.83E-22
3.97E-05,-3.14E-06,2.31E-22
3.96E-05,-2.64E-06,0
3.95E-05,-2.24E-06,0
3.93E-05,-1.94E-06,1.98E-22
3.91E-05,-1.74E-06,1.93E-22
3.88E-05,-1.66E-06,0
3.86E-05,-1.72E-06,0
3.83E-05,-1.92E-06,-3.47E-22
3.79E-05,-2.27E-06,-3.37E-22
3.76E-05,-2.79E-06,0
3.72E-05,-3.44E-06,0
3.68E-05,-4.20E-06,0
3.64E-05,-5.07E-06,-3.11E-22
3.60E-05,-5.97E-06,3.07E-22
3.55E-05,-6.85E-06,6.04E-22
3.51E-05,-7.66E-06,-9.04E-22
3.46E-05,-8.38E-06,0
3.41E-05,-8.96E-06,0
3.36E-05,-9.39E-06,0
3.31E-05,-9.69E-06,-3.07E-22
3.26E-05,-9.87E-06,-3.11E-22
3.20E-05,-9.96E-06,0
3.15E-05,-9.95E-06,6.40E-22
3.10E-05,-9.89E-06,9.85E-22
3.05E-05,-9.78E-06,0
3.00E-05,-9.64E-06,0
2.95E-05,-9.49E-06,0
2.91E-05,-9.33E-06,3.72E-22
2.87E-05,-9.18E-06,0
2.84E-05,-9.02E-06,-2.03E-22
2.81E-05,-8.88E-06,-4.22E-22
2.78E-05,-8.75E-06,-4.42E-22
2.75E-05,-8.60E-06,6.99E-22
2.73E-05,-8.46E-06,-4.90E-22
2.71E-05,-8.27E-06,-2.59E-22
2.70E-05,-8.03E-06,0
2.68E-05,-7.77E-06,1.45E-22
2.67E-05,-7.46E-06,-3.09E-22
2.66E-05,-7.10E-06,0
2.65E-05,-6.72E-06,1.76E-22
2.65E-05,-6.30E-06,1.87E-22
2.64E-05,-5.92E-06,0
2.64E-05,-5.57E-06,-1.08E-22
2.63E-05,-5.23E-06,0
2.63E-05,-4.91E-06,2.48E-22
2.63E-05,-4.61E-06,0
2.63E-05,-4.29E-06,0
2.63E-05,-3.99E-06,2.32E-22
2.63E-05,-3.68E-06,0
2.63E-05,-3.31E-06,0
2.63E-05,-2.97E-06,0
2.64E-05,-2.59E-06,-5.27E-23
2.64E-05,-2.14E-06,0
2.64E-05,-1.69E-06,0
2.64E-05,-1.21E-06,-6.65E-23
2.64E-05,-5.19E-07,0
3.78E-05,-3.85E-06,0
3.78E-05,-1.17E-05,0
3.79E-05,-1.78E-05,0
3.80E-05,-2.02E-05,-5.63E-23
3.81E-05,-2.02E-05,7.83E-23
3.82E-05,-1.98E-05,4.82E-23
3.83E-05,-1.92E-05,0
3.84E-05,-1.85E-05,8.26E-23
3.84E-05,-1.76E-05,0
3.85E-05,-1.66E-05,3.58E-23
3.86E-05,-1.54E-05,1.32E-22
3.87E-05,-1.43E-05,0
3.88E-05,-1.32E-05,-1.14E-22
3.89E-05,-1.20E-05,0
3.89E-05,-1.09E-05,-4.93E-23
3.90E-05,-9.76E-06,1.86E-22
3.90E-05,-8.72E-06,0
3.90E-05,-7.74E-06,0
3.90E-05,-6.81E-06,0
3.90E-05,-5.95E-06,7.27E-23
3.90E-05,-5.16E-06,6.85E-23
3.90E-05,-4.46E-06,0
3.89E-05,-3.84E-06,6.14E-23
3.89E-05,-3.27E-06,-1.73E-22
3.87E-05,-2.80E-06,5.55E-23
3.86E-05,-2.44E-06,1.06E-22
3.84E-05,-2.16E-06,2.01E-22
3.83E-05,-1.99E-06,-1.93E-22
3.80E-05,-1.94E-06,0
3.78E-05,-2.02E-06,-9.03E-23
3.75E-05,-2.25E-06,3.47E-22
3.72E-05,-2.61E-06,2.52E-22
3.68E-05,-3.14E-06,0
3.65E-05,-3.80E-06,-8.10E-23
3.61E-05,-4.58E-06,0
3.57E-05,-5.45E-06,1.54E-22
3.53E-05,-6.35E-06,-3.07E-22
3.49E-05,-7.25E-06,0
3.44E-05,-8.08E-06,3.03E-22
3.39E-05,-8.80E-06,0
3.35E-05,-9.39E-06,0
3.30E-05,-9.85E-06,0
3.24E-05,-1.02E-05,3.07E-22
3.19E-05,-1.04E-05,3.11E-22
3.14E-05,-1.04E-05,0
3.09E-05,-1.04E-05,0
3.04E-05,-1.04E-05,-3.30E-22
2.99E-05,-1.03E-05,8.52E-23
2.94E-05,-1.01E-05,8.77E-23
2.90E-05,-9.94E-06,9.07E-23
2.85E-05,-9.76E-06,0
2.82E-05,-9.59E-06,0
2.78E-05,-9.42E-06,2.03E-22
2.75E-05,-9.26E-06,0
2.72E-05,-9.09E-06,0
2.70E-05,-8.92E-06,-2.34E-22
2.67E-05,-8.73E-06,-6.19E-23
2.66E-05,-8.53E-06,0
2.64E-05,-8.28E-06,0
2.63E-05,-7.99E-06,1.46E-22
2.62E-05,-7.65E-06,0
2.61E-05,-7.26E-06,4.16E-23
2.60E-05,-6.86E-06,-1.76E-22
2.59E-05,-6.43E-06,0
2.59E-05,-6.03E-06,5.07E-23
2.58E-05,-5.64E-06,1.08E-22
2.58E-05,-5.29E-06,0
2.58E-05,-4.94E-06,-1.24E-22
2.58E-05,-4.61E-06,0
2.58E-05,-4.30E-06,0
2.58E-05,-3.97E-06,-7.76E-23
2.58E-05,-3.63E-06,0
2.58E-05,-3.26E-06,0
2.58E-05,-2.84E-06,0
2.58E-05,-2.47E-06,5.27E-23
2.59E-05,-2.09E-06,0
2.59E-05,-1.60E-06,0
2.59E-05,-1.11E-06,0
2.59E-05,-4.72E-07,0
3.69E-05,-3.73E-06,0
3.69E-05,-1.14E-05,0
3.69E-05,-1.73E-05,0
3.70E-05,-1.97E-05,0
3.71E-05,-1.97E-05,-5.27E-23
3.72E-05,-1.93E-05,2.45E-23
3.73E-05,-1.88E-05,2.26E-23
3.74E-05,-1.81E-05,0
3.75E-05,-1.72E-05,0
3.76E-05,-1.62E-05,-3.58E-23
3.77E-05,-1.52E-05,0
3.78E-05,-1.41E-05,3.12E-23
3.79E-05,-1.29E-05,0
3.80E-05,-1.18E-05,5.41E-23
3.80E-05,-1.07E-05,-5.01E-23
3.81E-05,-9.66E-06,4.72E-23
3.81E-05,-8.65E-06,0
3.82E-05,-7.68E-06,0
3.82E-05,-6.78E-06,0
3.82E-05,-5.96E-06,5.69E-25
3.82E-05,-5.21E-06,-1.38E-22
3.81E-05,-4.53E-06,0
3.81E-05,-3.92E-06,-6.14E-23
3.80E-05,-3.40E-06,-5.83E-23
3.79E-05,-2.97E-06,-1.11E-22
3.78E-05,-2.62E-06,-2.13E-22
3.76E-05,-2.37E-06,0
3.75E-05,-2.23E-06,0
3.72E-05,-2.21E-06,0
3.70E-05,-2.31E-06,9.03E-23
3.67E-05,-2.55E-06,0
3.64E-05,-2.95E-06,1.71E-22
3.61E-05,-3.48E-06,0
3.58E-05,-4.15E-06,1.63E-22
3.54E-05,-4.94E-06,0
3.50E-05,-5.81E-06,1.56E-22
3.46E-05,-6.73E-06,0
3.42E-05,-7.64E-06,1.54E-22
3.37E-05,-8.48E-06,0
3.33E-05,-9.22E-06,0
3.28E-05,-9.84E-06,0
3.23E-05,-1.03E-05,0
3.18E-05,-1.06E-05,0
3.13E-05,-1.08E-05,0
3.08E-05,-1.09E-05,0
3.02E-05,-1.09E-05,8.16E-23
2.97E-05,-1.09E-05,0
2.92E-05,-1.07E-05,-1.71E-22
2.88E-05,-1.06E-05,-8.77E-23
2.83E-05,-1.04E-05,-1.82E-22
2.79E-05,-1.02E-05,9.45E-23
2.75E-05,-1.00E-05,0
2.72E-05,-9.81E-06,0
2.69E-05,-9.62E-06,0
2.66E-05,-9.42E-06,0
2.64E-05,-9.23E-06,0
2.62E-05,-9.03E-06,1.24E-22
2.60E-05,-8.79E-06,0
2.58E-05,-8.51E-06,0
2.57E-05,-8.18E-06,-7.38E-23
2.56E-05,-7.83E-06,0
2.55E-05,-7.42E-06,-4.16E-23
2.54E-05,-6.98E-06,0
2.53E-05,-6.55E-06,-4.76E-23
2.53E-05,-6.14E-06,-1.02E-22
2.53E-05,-5.74E-06,0
2.52E-05,-5.34E-06,0
2.52E-05,-4.97E-06,0
2.52E-05,-4.64E-06,3.38E-23
2.52E-05,-4.28E-06,-3.64E-23
2.52E-05,-3.93E-06,0
2.52E-05,-3.59E-06,0
2.52E-05,-3.18E-06,0
2.53E-05,-2.80E-06,-2.46E-23
2.53E-05,-2.38E-06,0
2.53E-05,-1.92E-06,0
2.53E-05,-1.51E-06,0
2.53E-05,-1.07E-06,0
2.54E-05,-4.27E-07,0
3.60E-05,-3.56E-06,0
3.60E-05,-1.11E-05,6.75E-23
3.61E-05,-1.69E-05,0
3.62E-05,-1.91E-05,0
3.63E-05,-1.92E-05,2.64E-23
3.64E-05,-1.88E-05,2.48E-23
3.65E-05,-1.83E-05,-2.26E-23
3.66E-05,-1.77E-05,0
3.67E-05,-1.68E-05,0
3.68E-05,-1.59E-05,7.27E-23
3.69E-05,-1.49E-05,-1.35E-22
3.70E-05,-1.38E-05,-3.12E-23
3.70E-05,-1.27E-05,-1.17E-22
3.71E-05,-1.16E-05,-5.41E-23
3.72E-05,-1.06E-05,-1.02E-22
3.73E-05,-9.54E-06,-4.72E-23
3.73E-05,-8.57E-06,0
3.73E-05,-7.63E-06,0
3.74E-05,-6.76E-06,0
3.74E-05,-5.97E-06,-7.32E-23
3.74E-05,-5.24E-06,6.91E-23
3.73E-05,-4.59E-06,2.63E-22
3.73E-05,-4.02E-06,0
3.72E-05,-3.52E-06,0
3.71E-05,-3.11E-06,5.59E-23
3.70E-05,-2.79E-06,1.07E-22
3.69E-05,-2.56E-06,0
3.67E-05,-2.46E-06,-1.97E-22
3.65E-05,-2.46E-06,0
3.63E-05,-2.58E-06,-3.67E-22
3.60E-05,-2.85E-06,3.55E-22
3.57E-05,-3.26E-06,2.59E-22
3.54E-05,-3.81E-06,0
3.51E-05,-4.49E-06,-8.16E-23
3.47E-05,-5.29E-06,0
3.43E-05,-6.18E-06,0
3.39E-05,-7.10E-06,-3.13E-22
3.35E-05,-8.03E-06,-1.54E-22
3.31E-05,-8.88E-06,0
3.26E-05,-9.64E-06,0
3.21E-05,-1.03E-05,3.09E-22
3.17E-05,-1.08E-05,0
3.11E-05,-1.11E-05,-3.13E-22
3.06E-05,-1.13E-05,0
3.01E-05,-1.14E-05,0
2.96E-05,-1.14E-05,-8.16E-23
2.91E-05,-1.13E-05,0
2.86E-05,-1.12E-05,8.57E-23
2.81E-05,-1.10E-05,0
2.77E-05,-1.08E-05,9.12E-23
2.73E-05,-1.06E-05,-9.45E-23
2.69E-05,-1.04E-05,0
2.66E-05,-1.02E-05,2.06E-22
2.63E-05,-9.97E-06,0
2.60E-05,-9.76E-06,0
2.57E-05,-9.54E-06,-2.38E-22
2.55E-05,-9.30E-06,-6.23E-23
2.54E-05,-9.04E-06,0
2.52E-05,-8.74E-06,0
2.51E-05,-8.39E-06,2.22E-22
2.50E-05,-7.99E-06,0
2.49E-05,-7.59E-06,1.68E-22
2.48E-05,-7.14E-06,0
2.47E-05,-6.67E-06,4.76E-23
2.47E-05,-6.23E-06,5.09E-23
2.47E-05,-5.80E-06,-1.10E-22
2.46E-05,-5.40E-06,0
2.46E-05,-5.02E-06,-1.26E-22
2.46E-05,-4.63E-06,-3.38E-23
2.46E-05,-4.26E-06,3.64E-23
2.46E-05,-3.91E-06,0
2.46E-05,-3.51E-06,0
2.47E-05,-3.10E-06,0
2.47E-05,-2.72E-06,2.46E-23
2.47E-05,-2.29E-06,-5.35E-23
2.47E-05,-1.83E-06,0
2.47E-05,-1.37E-06,0
2.48E-05,-9.22E-07,6.79E-23
2.48E-05,-3.31E-07,0
3.51E-05,-3.45E-06,0
3.52E-05,-1.07E-05,-6.75E-23
3.52E-05,-1.64E-05,0
3.53E-05,-1.86E-05,0
3.54E-05,-1.87E-05,0
3.55E-05,-1.84E-05,5.00E-23
3.56E-05,-1.79E-05,0
3.57E-05,-1.72E-05,0
3.59E-05,-1.64E-05,-1.58E-22
3.60E-05,-1.55E-05,-7.27E-23
3.60E-05,-1.45E-05,1.35E-22
3.61E-05,-1.35E-05,0
3.62E-05,-1.25E-05,3.52E-22
3.63E-05,-1.14E-05,0
3.64E-05,-1.04E-05,1.02E-22
3.64E-05,-9.42E-06,0
3.65E-05,-8.47E-06,0
3.65E-05,-7.57E-06,0
3.66E-05,-6.73E-06,0
3.66E-05,-5.96E-06,0
3.66E-05,-5.27E-06,0
3.65E-05,-4.64E-06,-5.28E-22
3.65E-05,-4.10E-06,0
3.65E-05,-3.63E-06,4.77E-22
3.64E-05,-3.24E-06,0
3.63E-05,-2.95E-06,-4.33E-22
3.61E-05,-2.76E-06,0
3.60E-05,-2.67E-06,1.97E-22
3.58E-05,-2.70E-06,0
3.55E-05,-2.84E-06,3.67E-22
3.53E-05,-3.13E-06,-3.55E-22
3.50E-05,-3.57E-06,-1.04E-21
3.47E-05,-4.14E-06,0
3.44E-05,-4.84E-06,0
3.40E-05,-5.64E-06,0
3.36E-05,-6.54E-06,0
3.32E-05,-7.47E-06,-3.18E-22
3.28E-05,-8.40E-06,-6.25E-22
3.24E-05,-9.28E-06,0
3.20E-05,-1.01E-05,0
3.15E-05,-1.07E-05,-3.09E-22
3.10E-05,-1.12E-05,0
3.05E-05,-1.16E-05,3.13E-22
3.00E-05,-1.18E-05,0
2.95E-05,-1.19E-05,6.48E-22
2.89E-05,-1.19E-05,0
2.84E-05,-1.18E-05,-6.75E-22
2.79E-05,-1.17E-05,-6.93E-22
2.75E-05,-1.15E-05,0
2.71E-05,-1.13E-05,3.69E-22
2.67E-05,-1.11E-05,3.82E-22
2.63E-05,-1.08E-05,3.97E-22
2.59E-05,-1.06E-05,-6.21E-22
2.56E-05,-1.03E-05,0
2.53E-05,-1.01E-05,0
2.51E-05,-9.84E-06,2.38E-22
2.49E-05,-9.58E-06,0
2.47E-05,-9.29E-06,2.66E-22
2.46E-05,-8.97E-06,0
2.44E-05,-8.59E-06,-4.47E-22
2.43E-05,-8.17E-06,-3.17E-22
2.42E-05,-7.74E-06,1.70E-22
2.42E-05,-7.25E-06,0
2.41E-05,-6.78E-06,0
2.41E-05,-6.32E-06,0
2.40E-05,-5.89E-06,1.10E-22
2.40E-05,-5.45E-06,0
2.40E-05,-5.05E-06,2.53E-22
2.40E-05,-4.66E-06,0
2.40E-05,-4.25E-06,1.47E-22
2.40E-05,-3.84E-06,0
2.40E-05,-3.44E-06,0
2.40E-05,-3.06E-06,0
2.41E-05,-2.64E-06,0
2.41E-05,-2.17E-06,5.35E-23
2.41E-05,-1.70E-06,0
2.41E-05,-1.28E-06,0
2.42E-05,-8.81E-07,-6.79E-23
2.42E-05,-2.90E-07,7.39E-23
3.43E-05,-3.29E-06,0
3.44E-05,-1.04E-05,0
3.44E-05,-1.59E-05,0
3.45E-05,-1.80E-05,-1.17E-22
3.46E-05,-1.81E-05,0
3.47E-05,-1.79E-05,-9.92E-23
3.48E-05,-1.74E-05,1.85E-22
3.49E-05,-1.68E-05,-1.71E-22
3.51E-05,-1.60E-05,1.58E-22
3.52E-05,-1.52E-05,0
3.53E-05,-1.42E-05,0
3.54E-05,-1.32E-05,-2.55E-22
3.55E-05,-1.23E-05,-2.35E-22
3.55E-05,-1.12E-05,2.21E-22
3.56E-05,-1.02E-05,0
3.57E-05,-9.29E-06,-3.86E-22
3.57E-05,-8.36E-06,3.61E-22
3.58E-05,-7.50E-06,-3.39E-22
3.58E-05,-6.70E-06,-3.18E-22
3.58E-05,-5.96E-06,-5.99E-22
3.58E-05,-5.29E-06,5.65E-22
3.58E-05,-4.68E-06,7.99E-22
3.58E-05,-4.16E-06,5.06E-22
3.57E-05,-3.73E-06,-4.77E-22
3.56E-05,-3.37E-06,0
3.55E-05,-3.12E-06,8.69E-22
3.54E-05,-2.94E-06,0
3.53E-05,-2.88E-06,8.01E-22
3.51E-05,-2.93E-06,0
3.49E-05,-3.11E-06,-7.44E-22
3.46E-05,-3.42E-06,0
3.43E-05,-3.87E-06,6.95E-22
3.40E-05,-4.45E-06,-6.82E-22
3.37E-05,-5.17E-06,6.66E-22
3.34E-05,-5.99E-06,0
3.30E-05,-6.89E-06,0
3.26E-05,-7.85E-06,1.27E-21
3.22E-05,-8.79E-06,6.25E-22
3.17E-05,-9.67E-06,0
3.13E-05,-1.05E-05,0
3.08E-05,-1.11E-05,0
3.03E-05,-1.17E-05,0
2.98E-05,-1.20E-05,6.34E-22
2.93E-05,-1.23E-05,0
2.88E-05,-1.24E-05,-6.48E-22
2.83E-05,-1.24E-05,-6.64E-22
2.78E-05,-1.23E-05,-3.73E-24
2.73E-05,-1.22E-05,-3.76E-24
2.68E-05,-1.19E-05,-7.18E-22
2.64E-05,-1.17E-05,-3.69E-22
2.60E-05,-1.15E-05,-3.82E-22
2.56E-05,-1.12E-05,-1.20E-21
2.53E-05,-1.10E-05,4.14E-22
2.50E-05,-1.07E-05,4.35E-22
2.47E-05,-1.04E-05,0
2.44E-05,-1.01E-05,0
2.42E-05,-9.86E-06,5.06E-22
2.41E-05,-9.54E-06,-8.00E-22
2.39E-05,-9.18E-06,5.65E-22
2.38E-05,-8.79E-06,2.98E-22
2.37E-05,-8.36E-06,3.17E-22
2.36E-05,-7.89E-06,-3.37E-22
2.35E-05,-7.39E-06,0
2.35E-05,-6.90E-06,-3.86E-22
2.34E-05,-6.42E-06,0
2.34E-05,-5.93E-06,0
2.34E-05,-5.48E-06,0
2.34E-05,-5.08E-06,-1.27E-22
2.34E-05,-4.65E-06,0
2.34E-05,-4.24E-06,-1.47E-22
2.34E-05,-3.83E-06,0
2.34E-05,-3.40E-06,0
2.34E-05,-2.95E-06,1.85E-22
2.34E-05,-2.49E-06,2.00E-22
2.35E-05,-2.09E-06,0
2.35E-05,-1.62E-06,0
2.35E-05,-1.15E-06,0
2.35E-05,-7.93E-07,1.37E-22
2.35E-05,-2.51E-07,-2.22E-22
3.36E-05,-3.18E-06,0
3.36E-05,-1.01E-05,0
3.37E-05,-1.54E-05,0
3.38E-05,-1.75E-05,1.17E-22
3.39E-05,-1.76E-05,2.18E-22
3.40E-05,-1.73E-05,2.01E-22
3.41E-05,-1.70E-05,-1.85E-22
3.42E-05,-1.64E-05,1.71E-22
3.43E-05,-1.56E-05,0
3.44E-05,-1.48E-05,0
3.45E-05,-1.39E-05,0
3.46E-05,-1.29E-05,2.55E-22
3.47E-05,-1.20E-05,4.78E-22
3.48E-05,-1.10E-05,-2.21E-22
3.49E-05,-1.01E-05,0
3.49E-05,-9.14E-06,3.86E-22
3.50E-05,-8.25E-06,-3.61E-22
3.50E-05,-7.44E-06,1.02E-21
3.51E-05,-6.66E-06,9.59E-22
3.51E-05,-5.93E-06,-4.18E-24
3.51E-05,-5.29E-06,3.94E-24
3.51E-05,-4.73E-06,-1.07E-21
3.51E-05,-4.22E-06,-1.02E-21
3.50E-05,-3.83E-06,9.67E-22
3.49E-05,-3.50E-06,0
3.48E-05,-3.25E-06,-1.31E-21
3.47E-05,-3.11E-06,0
3.46E-05,-3.08E-06,-8.01E-22
3.44E-05,-3.16E-06,0
3.42E-05,-3.36E-06,7.44E-22
3.39E-05,-3.69E-06,0
3.37E-05,-4.16E-06,0
3.34E-05,-4.77E-06,6.82E-22
3.31E-05,-5.49E-06,-2.01E-21
3.27E-05,-6.34E-06,0
3.23E-05,-7.26E-06,0
3.19E-05,-8.21E-06,6.43E-22
3.15E-05,-9.17E-06,1.27E-21
3.11E-05,-1.01E-05,0
3.06E-05,-1.09E-05,0
3.02E-05,-1.16E-05,1.26E-21
2.97E-05,-1.21E-05,-1.26E-21
2.92E-05,-1.25E-05,6.41E-22
2.86E-05,-1.27E-05,0
2.81E-05,-1.29E-05,0
2.76E-05,-1.29E-05,6.64E-22
2.71E-05,-1.28E-05,2.04E-21
2.66E-05,-1.26E-05,-3.67E-24
2.61E-05,-1.24E-05,7.18E-22
2.57E-05,-1.22E-05,-7.45E-22
2.53E-05,-1.19E-05,0
2.49E-05,-1.16E-05,7.99E-22
2.46E-05,-1.13E-05,0
2.43E-05,-1.11E-05,-4.35E-22
2.40E-05,-1.08E-05,0
2.38E-05,-1.05E-05,0
2.36E-05,-1.01E-05,-5.06E-22
2.34E-05,-9.78E-06,5.34E-22
2.32E-05,-9.41E-06,-5.65E-22
2.31E-05,-8.99E-06,0
2.30E-05,-8.53E-06,0
2.29E-05,-8.03E-06,6.81E-22
2.29E-05,-7.52E-06,-3.63E-22
2.28E-05,-7.01E-06,3.86E-22
2.28E-05,-6.50E-06,0
2.27E-05,-6.02E-06,0
2.27E-05,-5.53E-06,0
2.27E-05,-5.09E-06,0
2.27E-05,-4.66E-06,2.76E-22
2.27E-05,-4.20E-06,0
2.27E-05,-3.77E-06,0
2.27E-05,-3.33E-06,0
2.28E-05,-2.88E-06,-3.71E-22
2.28E-05,-2.41E-06,-2.00E-22
2.28E-05,-1.98E-06,0
2.28E-05,-1.54E-06,0
2.28E-05,-1.06E-06,0
2.29E-05,-6.54E-07,-1.37E-22
2.29E-05,-1.61E-07,1.49E-22
3.28E-05,-3.02E-06,1.50E-22
3.29E-05,-9.72E-06,0
3.30E-05,-1.49E-05,0
3.30E-05,-1.69E-05,0
3.32E-05,-1.71E-05,-4.36E-22
3.33E-05,-1.69E-05,-4.04E-22
3.34E-05,-1.65E-05,0
3.35E-05,-1.59E-05,0
3.36E-05,-1.52E-05,3.22E-22
3.37E-05,-1.44E-05,0
3.38E-05,-1.36E-05,0
3.39E-05,-1.27E-05,5.16E-22
3.40E-05,-1.17E-05,-4.78E-22
3.41E-05,-1.08E-05,0
3.42E-05,-9.89E-06,0
3.42E-05,-8.99E-06,3.91E-22
3.43E-05,-8.15E-06,0
3.43E-05,-7.34E-06,-6.82E-22
3.44E-05,-6.60E-06,-6.41E-22
3.44E-05,-5.93E-06,1.21E-21
3.44E-05,-5.29E-06,-5.69E-22
3.44E-05,-4.76E-06,1.08E-21
3.44E-05,-4.30E-06,1.53E-21
3.43E-05,-3.91E-06,-1.94E-21
3.43E-05,-3.60E-06,0
3.42E-05,-3.39E-06,8.78E-22
3.41E-05,-3.28E-06,0
3.39E-05,-3.27E-06,8.12E-22
3.38E-05,-3.39E-06,0
3.36E-05,-3.61E-06,1.51E-21
3.33E-05,-3.96E-06,0
3.30E-05,-4.46E-06,0
3.27E-05,-5.08E-06,1.38E-21
3.24E-05,-5.83E-06,1.34E-21
3.21E-05,-6.68E-06,0
3.17E-05,-7.61E-06,0
3.13E-05,-8.59E-06,-1.28E-21
3.09E-05,-9.56E-06,-1.27E-21
3.04E-05,-1.05E-05,1.27E-21
3.00E-05,-1.13E-05,0
2.95E-05,-1.20E-05,-1.26E-21
2.90E-05,-1.26E-05,1.26E-21
2.85E-05,-1.30E-05,-1.27E-21
2.80E-05,-1.32E-05,0
2.74E-05,-1.33E-05,0
2.69E-05,-1.34E-05,0
2.64E-05,-1.33E-05,-1.37E-21
2.59E-05,-1.31E-05,2.11E-21
2.54E-05,-1.29E-05,0
2.50E-05,-1.26E-05,7.45E-22
2.46E-05,-1.23E-05,0
2.42E-05,-1.20E-05,-8.07E-22
2.39E-05,-1.17E-05,-8.41E-22
2.36E-05,-1.14E-05,0
2.33E-05,-1.11E-05,9.22E-22
2.31E-05,-1.08E-05,0
2.29E-05,-1.04E-05,0
2.27E-05,-1.00E-05,0
2.25E-05,-9.63E-06,-5.70E-22
2.24E-05,-9.18E-06,6.05E-22
2.23E-05,-8.69E-06,0
2.22E-05,-8.18E-06,3.00E-24
2.22E-05,-7.64E-06,3.63E-22
2.21E-05,-7.10E-06,0
2.21E-05,-6.58E-06,4.17E-22
2.20E-05,-6.07E-06,-4.47E-22
2.20E-05,-5.59E-06,0
2.20E-05,-5.13E-06,0
2.20E-05,-4.66E-06,-5.52E-22
2.20E-05,-4.17E-06,0
2.20E-05,-3.73E-06,0
2.21E-05,-3.27E-06,0
2.21E-05,-2.82E-06,1.86E-22
2.21E-05,-2.34E-06,0
2.21E-05,-1.82E-06,0
2.21E-05,-1.37E-06,0
2.22E-05,-9.83E-07,0
2.22E-05,-5.67E-07,-1.38E-22
2.22E-05,-7.43E-08,1.50E-22
3.22E-05,-2.92E-06,-1.50E-22
3.22E-05,-9.37E-06,0
3.23E-05,-1.44E-05,0
3.24E-05,-1.64E-05,0
3.25E-05,-1.65E-05,4.39E-22
3.26E-05,-1.64E-05,-2.05E-22
3.27E-05,-1.60E-05,-3.77E-22
3.28E-05,-1.54E-05,0
3.29E-05,-1.48E-05,-3.22E-22
3.30E-05,-1.41E-05,0
3.31E-05,-1.32E-05,-5.59E-22
3.32E-05,-1.24E-05,-1.04E-21
3.33E-05,-1.15E-05,0
3.34E-05,-1.06E-05,-4.51E-22
3.35E-05,-9.69E-06,0
3.36E-05,-8.85E-06,-3.91E-22
3.36E-05,-8.03E-06,0
3.37E-05,-7.25E-06,0
3.37E-05,-6.55E-06,6.49E-22
3.38E-05,-5.89E-06,-1.22E-21
3.38E-05,-5.29E-06,0
3.38E-05,-4.78E-06,-5.41E-22
3.38E-05,-4.35E-06,-1.03E-21
3.37E-05,-3.99E-06,9.74E-22
3.37E-05,-3.71E-06,0
3.36E-05,-3.53E-06,-8.90E-22
3.34E-05,-3.45E-06,0
3.33E-05,-3.47E-06,-8.12E-22
3.31E-05,-3.60E-06,0
