U:0,U:1,U:2
0.028324,0.0011306,-3.12E-21
0.028508,0.0010669,0
0.028639,0.0010052,-3.42E-21
0.028719,0.00094559,0
0.02875,0.00088833,3.82E-21
0.028733,0.0008334,0
0.028666,0.00078077,1.75E-23
0.028548,0.00073033,6.82E-24
0.028376,0.00068191,1.02E-20
0.028147,0.00063531,-1.38E-20
0.027857,0.00059026,3.19E-24
0.027504,0.00054653,0
0.027087,0.00050384,0
0.026607,0.000462,1.89E-21
0.026067,0.00042088,2.04E-21
0.025472,0.00038041,-2.20E-21
0.024825,0.00034063,-7.05E-21
0.02413,0.00030166,1.01E-20
0.023389,0.00026367,-2.71E-21
0.022599,0.00022688,0
0.021754,0.00019154,-4.74E-21
0.020843,0.00015791,6.90E-21
0.019846,0.00012628,-2.87E-21
0.018734,9.70E-05,1.07E-21
0.017458,7.03E-05,-2.48E-21
0.015938,4.66E-05,0
0.014021,2.64E-05,-1.87E-21
0.011338,1.11E-05,2.06E-21
0.006117,3.51E-06,-5.73E-21
0.00078882,0.00036138,8.66E-19
0.0016757,0.00072368,-4.39E-19
0.0021222,0.00090645,2.23E-19
0.0024347,0.0010292,-1.44E-19
0.0026997,0.0011284,-1.70E-21
0.002945,0.001217,0
0.0031831,0.0013008,0
0.003421,0.0013824,-7.13E-24
0.0036629,0.0014634,0
0.0039121,0.0015445,-8.62E-22
0.0041711,0.0016262,0
0.0044422,0.0017086,4.78E-20
0.0047273,0.0017917,-9.03E-20
0.0050284,0.0018752,4.42E-20
0.0053474,0.0019587,-1.27E-21
0.0056862,0.0020417,0
0.0060468,0.0021234,0
0.0064313,0.0022031,2.24E-21
0.0068417,0.00228,3.65E-20
0.0072801,0.0023531,-3.32E-20
0.0077485,0.0024213,1.99E-21
0.0082489,0.0024836,3.44E-20
0.0087831,0.0025389,-2.59E-20
0.0093529,0.0025861,2.83E-20
0.0099596,0.0026241,-2.74E-20
0.010604,0.002652,-3.30E-21
0.011287,0.0026689,3.17E-21
0.012008,0.0026741,-2.75E-20
0.012766,0.0026674,2.09E-22
0.01356,0.0026487,2.31E-20
0.014387,0.0026185,2.79E-20
0.015244,0.0025774,-2.24E-22
0.016126,0.0025266,5.06E-21
0.017029,0.0024675,-1.57E-20
0.017945,0.0024017,-1.02E-20
0.018869,0.0023307,1.01E-20
0.019792,0.0022561,-9.90E-21
0.020705,0.0021792,5.95E-23
0.0216,0.0021011,1.97E-20
0.022467,0.0020224,-9.88E-21
0.023297,0.0019438,0
0.024082,0.0018653,-1.49E-20
0.024814,0.0017873,2.01E-20
0.025488,0.0017096,0
0.026099,0.0016323,-1.03E-20
0.026646,0.0015555,5.14E-23
0.027126,0.0014794,-5.38E-21
0.027541,0.0014042,5.58E-21
0.027893,0.0013301,1.14E-20
0.028184,0.0012577,-2.57E-23
0.028416,0.0011871,0
0.028594,0.0011186,6.39E-21
0.02872,0.0010526,-6.74E-21
0.028795,0.000989,0
0.028822,0.00092803,-1.13E-20
0.028801,0.00086965,4.05E-21
0.02873,0.00081379,0
0.028609,0.0007603,-2.32E-21
0.028434,0.000709,-5.05E-21
0.028202,0.00065965,1.10E-20
0.027911,0.000612,2.98E-21
0.027557,0.00056578,-3.20E-24
0.02714,0.00052074,-6.98E-21
0.026661,0.00047667,5.64E-21
0.026123,0.00043345,-4.05E-21
0.025531,0.00039102,-6.53E-21
0.024889,0.00034944,1.43E-23
0.024199,0.00030881,-2.49E-21
0.023462,0.00026932,4.03E-21
0.022677,0.00023118,-2.89E-21
0.021836,0.00019464,-3.14E-21
0.020928,0.00015996,-1.72E-21
0.019932,0.00012743,-9.53E-22
0.018819,9.73E-05,1.07E-21
0.01754,7.01E-05,0
0.016013,4.59E-05,0
0.014084,2.56E-05,3.73E-21
0.011381,1.01E-05,-1.37E-21
0.0061247,2.99E-06,2.28E-21
0.00084269,0.00047153,-8.43E-19
0.0017594,0.00093226,0
0.0022111,0.0011558,-2.19E-19
0.0025242,0.0013016,1.41E-19
0.0027891,0.0014166,-1.05E-19
0.0030344,0.0015172,8.57E-20
0.003273,0.0016105,0
0.0035119,0.0017,-6.31E-20
0.0037558,0.0017876,5.69E-20
0.004008,0.0018743,5.37E-20
0.004271,0.0019609,-4.83E-20
0.0045472,0.0020475,4.59E-20
0.0048385,0.0021343,-4.33E-20
0.005147,0.0022209,-1.28E-21
0.0054744,0.0023072,0
0.0058227,0.0023925,0
0.0061939,0.0024761,-1.12E-21
0.0065898,0.0025574,3.21E-20
0.0070123,0.0026354,-1.34E-22
0.0074635,0.002709,-3.18E-20
0.0079452,0.0027773,-7.64E-25
0.0084592,0.0028389,-1.84E-21
0.0090073,0.0028927,-3.54E-21
0.0095908,0.0029373,-3.41E-21
0.010211,0.0029716,0
0.010868,0.0029944,-2.52E-20
0.011563,0.0030047,-2.85E-21
0.012295,0.0030017,2.67E-20
0.013062,0.0029851,2.85E-21
0.013863,0.0029548,-2.21E-20
0.014695,0.0029112,2.29E-22
0.015554,0.0028555,1.59E-20
0.016437,0.002789,-2.55E-20
0.017336,0.0027133,3.52E-20
0.018247,0.0026305,-2.31E-22
0.019163,0.0025424,-1.96E-20
0.020075,0.002451,-4.80E-21
0.020976,0.0023578,-4.82E-21
0.021856,0.0022641,0
0.022708,0.0021708,-4.77E-21
0.023523,0.0020785,9.66E-21
0.024292,0.0019875,0
0.025009,0.001898,-4.92E-21
0.025668,0.0018099,0
0.026265,0.0017232,5.08E-21
0.026799,0.001638,-5.10E-21
0.027267,0.0015543,1.58E-20
0.027671,0.0014723,-1.09E-20
0.028012,0.0013922,1.12E-20
0.028294,0.0013143,-2.62E-20
0.028519,0.0012387,6.09E-21
0.028689,0.0011658,2.18E-23
0.028808,0.0010957,6.66E-21
0.028878,0.0010284,7.03E-21
0.028899,0.00096398,-3.73E-21
0.028872,0.00090239,1.20E-20
0.028797,0.00084352,-4.32E-21
0.028672,0.0007872,-9.24E-21
0.028493,0.00073322,5.02E-21
0.028258,0.00068133,5.44E-21
0.027963,0.00063126,5.90E-21
0.027608,0.00058274,-9.61E-21
0.02719,0.00053552,6.93E-21
0.026712,0.00048938,0
0.026176,0.00044423,2.00E-21
0.025587,0.00040001,-4.32E-21
0.024949,0.00035677,4.65E-21
0.024263,0.00031465,1.62E-23
0.023531,0.00027381,-5.34E-21
0.02275,0.00023447,1.15E-20
0.021913,0.00019689,-7.80E-21
0.021007,0.00016131,3.42E-21
0.020013,0.00012802,-4.73E-21
0.018899,9.73E-05,-1.07E-21
0.017615,6.96E-05,0
0.016081,4.51E-05,0
0.014139,2.47E-05,-1.86E-21
0.011414,9.28E-06,-2.72E-21
0.006123,2.53E-06,4.51E-21
0.00090934,0.00059498,8.17E-19
0.0018712,0.0011664,0
0.0023362,0.0014342,-8.38E-22
0.0026556,0.0016046,1.08E-21
0.0029248,0.0017362,-1.03E-19
0.0031739,0.0018493,8.36E-20
0.0034162,0.0019525,7.03E-20
0.0036591,0.00205,-6.17E-20
0.0039075,0.0021442,8.63E-22
0.0041647,0.0022364,7.92E-22
0.0044334,0.0023275,-7.31E-22
0.0047161,0.0024178,-1.37E-21
0.0050147,0.0025076,2.58E-21
0.0053313,0.0025966,0
0.0056677,0.0026847,0
0.0060259,0.0027713,-3.55E-20
0.0064076,0.0028558,6.93E-20
0.0068149,0.0029374,-2.18E-21
0.0072495,0.0030152,-3.15E-20
0.0077134,0.0030881,1.89E-21
0.0082082,0.0031549,-3.27E-20
0.0087358,0.0032144,5.60E-20
0.0092975,0.0032651,-2.71E-20
0.0098947,0.0033057,-3.24E-21
0.010528,0.0033345,-3.12E-21
0.011198,0.0033504,-2.11E-20
0.011905,0.0033522,2.19E-22
0.012647,0.003339,4.24E-20
0.013423,0.0033102,-2.48E-20
0.01423,0.0032661,-1.85E-20
0.015066,0.0032072,3.88E-20
0.015926,0.0031347,-1.52E-20
0.016805,0.0030504,0
0.0177,0.0029564,2.41E-20
0.018602,0.002855,-1.92E-20
0.019507,0.0027486,0
0.020405,0.0026393,6.42E-23
0.02129,0.0025291,0
0.022154,0.0024193,-2.31E-20
0.022987,0.0023111,2.33E-20
0.023783,0.0022051,-1.41E-20
0.024533,0.0021016,4.70E-21
0.025231,0.0020008,0
0.025872,0.0019025,4.84E-21
0.026453,0.0018067,0
0.02697,0.0017133,-1.52E-20
0.027423,0.0016224,2.60E-20
0.027814,0.001534,-5.42E-21
0.028144,0.0014482,-1.10E-20
0.028415,0.0013652,1.15E-20
0.028629,0.0012851,-8.97E-21
0.028791,0.001208,1.57E-20
0.028902,0.0011341,0
0.028965,0.0010634,6.97E-21
0.02898,0.00099586,-7.43E-21
0.028947,0.00093134,-7.93E-21
0.028866,0.00086972,4.26E-21
0.028735,0.00081082,-6.90E-21
0.028552,0.00075439,9.98E-21
0.028313,0.00070018,-1.08E-20
0.028015,0.0006479,8.82E-21
0.027657,0.00059727,-3.19E-21
0.027238,0.00054805,8.60E-21
0.02676,0.00050004,-9.28E-21
0.026226,0.00045313,-2.00E-21
0.02564,0.00040729,0
0.025005,0.00036258,2.31E-21
0.024324,0.00031912,2.48E-21
0.023597,0.00027711,1.32E-21
0.02282,0.00023675,5.72E-21
0.021986,0.00019827,-1.09E-20
0.021083,0.00016195,8.50E-21
0.020089,0.00012806,1.89E-21
0.018973,9.69E-05,-3.19E-21
0.017685,6.88E-05,4.90E-21
0.016142,4.42E-05,-2.92E-21
0.014186,2.37E-05,3.70E-21
0.011439,8.48E-06,1.36E-21
0.0061128,2.12E-06,-2.25E-21
0.00099608,0.00073645,1.58E-18
0.0020189,0.0014327,-1.85E-21
0.0025047,0.0017478,-4.16E-19
0.002835,0.0019433,-1.04E-21
0.0031121,0.0020913,0
0.0033679,0.0022162,-1.25E-21
0.0036165,0.0023285,0
0.0038655,0.0024331,-5.91E-20
0.0041202,0.0025329,1.06E-22
0.0043839,0.0026295,4.69E-20
0.0046597,0.0027241,4.46E-20
0.0049498,0.0028171,-4.18E-20
0.0052564,0.0029088,3.80E-20
0.0055816,0.0029991,-7.43E-20
0.0059273,0.0030879,1.31E-22
0.0062953,0.0031747,-9.17E-22
0.0066877,0.0032588,3.24E-20
0.0071061,0.0033395,1.94E-21
0.0075526,0.0034159,0
0.0080288,0.0034868,-3.04E-20
0.0085365,0.0035509,2.95E-20
0.0090773,0.0036069,-1.66E-21
0.0096524,0.003653,2.72E-20
0.010263,0.0036878,-1.87E-20
0.010909,0.0037095,2.38E-20
0.011592,0.0037166,-4.62E-20
0.01231,0.0037077,1.96E-20
0.013061,0.003682,-1.88E-20
0.013845,0.0036389,2.11E-20
0.014657,0.0035785,-2.56E-21
0.015495,0.0035019,-1.72E-20
0.016353,0.0034106,2.41E-22
0.017229,0.0033066,1.91E-20
0.018115,0.0031926,-4.70E-21
0.019006,0.0030713,1.83E-20
0.019896,0.0029456,-2.29E-20
0.020777,0.0028178,-1.34E-20
0.021644,0.0026901,1.82E-20
0.022486,0.0025642,-1.79E-20
0.023298,0.0024411,1.37E-20
0.024072,0.0023216,-1.81E-20
0.0248,0.0022059,1.39E-20
0.025477,0.0020941,-4.65E-21
0.026097,0.0019861,4.71E-21
0.026658,0.0018816,-4.94E-21
0.027157,0.0017806,5.02E-21
0.027594,0.001683,-5.15E-21
0.027969,0.0015886,-5.31E-21
0.028285,0.0014976,0
0.028543,0.0014099,0
0.028747,0.0013256,1.18E-20
0.028899,0.0012449,-1.56E-20
0.029001,0.0011676,0
0.029056,0.0010938,0
0.029063,0.0010234,1.10E-20
0.029024,0.00095628,-1.18E-20
0.028937,0.00089221,0
0.028801,0.00083099,-9.17E-21
0.028612,0.00077237,5.81E-24
0.028368,0.00071607,1.08E-20
0.028066,0.0006618,5.84E-21
0.027705,0.00060928,6.33E-21
0.027285,0.00055826,-1.54E-20
0.026807,0.00050857,9.24E-21
0.026275,0.0004601,-1.98E-21
0.025691,0.00041283,0
0.02506,0.00036683,2.28E-21
0.024383,0.00032223,0
0.02366,0.00027921,-1.32E-21
0.022887,0.00023799,-1.42E-21
0.022056,0.0001988,-1.54E-21
0.021155,0.00016189,-1.70E-21
0.020161,0.00012756,-4.70E-21
0.019043,9.61E-05,8.47E-21
0.017749,6.78E-05,-4.89E-21
0.016197,4.32E-05,4.37E-21
0.014226,2.28E-05,-3.69E-21
0.011456,7.72E-06,-1.35E-21
0.0060947,1.72E-06,2.22E-21
0.0011105,0.00089777,2.97E-21
0.0022119,0.0017324,1.56E-21
0.0027251,0.0020968,-7.94E-22
0.0030698,0.0023171,2.60E-19
0.0033571,0.0024806,-1.93E-19
0.0036212,0.0026162,1.55E-19
0.0038772,0.0027362,-1.30E-19
0.0041334,0.0028467,0
0.0043951,0.0029508,0
0.004666,0.0030507,-8.29E-25
0.0049492,0.0031475,-6.64E-22
0.005247,0.003242,6.19E-22
0.0055618,0.0033345,0
0.0058956,0.003425,3.52E-20
0.0062504,0.0035134,-3.26E-20
0.0066282,0.0035992,-3.10E-20
0.0070308,0.0036819,3.08E-20
0.0074601,0.0037608,0
0.007918,0.0038347,0
0.0084062,0.0039025,0
0.0089265,0.0039627,0
0.0094803,0.0040138,3.16E-21
0.010069,0.0040539,2.28E-20
0.010692,0.0040812,-3.18E-21
0.011352,0.0040938,2.63E-21
0.012046,0.0040899,-2.49E-20
0.012774,0.0040681,2.38E-20
0.013535,0.0040273,-2.07E-20
0.014324,0.0039673,0
0.01514,0.0038883,0
0.015978,0.0037915,-1.89E-20
0.016833,0.0036792,1.87E-20
0.0177,0.0035537,0
0.018575,0.0034182,-4.45E-21
0.019452,0.003276,-2.20E-20
0.020324,0.0031302,2.22E-20
0.021185,0.0029835,1.74E-20
0.022029,0.0028383,-2.20E-20
0.022848,0.0026964,8.78E-21
0.023636,0.0025588,7.38E-23
0.024384,0.0024262,1.79E-20
0.025088,0.0022989,-2.27E-20
0.02574,0.0021768,9.19E-21
0.026338,0.0020597,-9.34E-21
0.026877,0.0019473,1.43E-20
0.027356,0.0018393,-1.47E-20
0.027775,0.0017355,-1.01E-20
0.028133,0.0016358,2.09E-20
0.028434,0.00154,-1.08E-20
0.028679,0.0014482,0
0.028871,0.0013602,-1.47E-20
0.029012,0.0012762,2.46E-20
0.029104,0.0011959,-1.62E-20
0.02915,0.0011194,-3.46E-21
0.02915,0.0010466,-3.68E-21
0.029103,0.0009771,1.97E-20
0.02901,0.00091087,-6.67E-24
0.028867,0.00084762,-1.83E-20
0.028672,0.00078706,9.91E-21
0.028423,0.00072892,-2.67E-21
0.028118,0.00067289,-2.92E-21
0.027754,0.0006187,0
0.027332,0.00056611,-8.52E-21
0.026853,0.00051495,7.35E-21
0.026322,0.00046511,1.56E-23
0.025741,0.00041661,0
0.025113,0.00036952,-2.28E-21
0.02444,0.00032396,-1.22E-21
0.023721,0.00028012,-1.31E-21
0.022952,0.00023822,1.09E-23
0.022124,0.00019848,-4.62E-21
0.021224,0.00016116,5.91E-21
0.020229,0.00012653,-9.33E-22
0.019108,9.49E-05,2.11E-21
0.017809,6.66E-05,-1.10E-20
0.016246,4.20E-05,7.26E-21
0.01426,2.18E-05,-5.52E-21
0.011465,7.04E-06,1.35E-21
0.0060698,1.37E-06,2.19E-21
0.0012467,0.0010729,-5.73E-21
0.0024435,0.0020562,0
0.0029912,0.0024725,-3.94E-19
0.0033542,0.0027182,2.53E-19
0.0036538,0.002897,7.27E-22
0.0039278,0.0030428,-5.81E-22
0.0041923,0.00317,-1.25E-19
0.0044565,0.0032855,1.09E-19
0.0047258,0.0033931,0
0.0050043,0.0034954,1.38E-21
0.0052951,0.0035936,8.11E-20
0.0056009,0.0036887,-7.58E-20
0.0059238,0.0037811,3.54E-20
0.0062661,0.003871,-3.47E-20
0.0066298,0.0039582,-9.99E-22
0.007017,0.0040424,3.04E-20
0.0074296,0.004123,-5.83E-20
0.0078696,0.0041992,1.82E-22
0.0083388,0.0042699,2.70E-20
0.0088391,0.0043337,2.58E-20
0.009372,0.004389,-2.51E-20
0.0099389,0.0044339,-1.51E-21
0.010541,0.0044665,-2.31E-20
0.011178,0.0044845,2.11E-20
0.01185,0.0044858,0
0.012556,0.0044684,0
0.013294,0.0044309,2.51E-21
0.014062,0.0043722,1.95E-20
0.014856,0.0042923,-3.59E-20
0.015673,0.0041918,1.88E-20
0.016508,0.0040726,-1.81E-20
0.017356,0.003937,1.80E-20
0.018213,0.0037883,1.74E-20
0.019074,0.0036301,-1.09E-20
0.019932,0.0034662,8.62E-23
0.020784,0.0032999,0
0.021622,0.0031343,4.21E-21
0.02244,0.0029719,8.18E-23
0.023233,0.0028144,-4.32E-21
0.023993,0.0026629,4.35E-21
0.024715,0.002518,1.75E-20
0.025391,0.0023799,-8.93E-21
0.026018,0.0022483,-9.06E-21
0.026591,0.0021228,9.24E-21
0.027107,0.0020032,-4.68E-21
0.027564,0.0018889,4.88E-21
0.027964,0.0017796,2.48E-21
0.028305,0.0016752,-1.03E-20
0.028589,0.0015753,2.14E-20
0.02882,0.0014798,-2.23E-20
0.028999,0.0013887,2.86E-23
0.029129,0.0013018,9.21E-21
0.029211,0.001219,6.46E-21
0.029248,0.0011402,-1.72E-20
0.029239,0.0010652,1.46E-20
0.029185,0.00099376,7.84E-21
0.029084,0.00092568,-8.45E-21
0.028934,0.00086067,2.27E-21
0.028734,0.00079846,9.88E-21
0.028479,0.00073873,-8.03E-21
0.028169,0.00068118,-2.89E-21
0.027802,0.00062555,0
0.027378,0.00057161,-5.09E-21
0.026899,0.00051918,9.14E-21
0.026369,0.0004682,1.97E-21
0.02579,0.00041868,2.10E-21
0.025166,0.00037068,1.13E-21
0.024497,0.00032436,9.73E-21
0.023782,0.00027989,-9.14E-21
0.023016,0.00023748,1.42E-21
0.02219,0.00019736,1.53E-21
0.021291,0.00015979,-5.89E-21
0.020296,0.00012502,1.21E-20
0.019171,9.34E-05,2.11E-21
0.017864,6.52E-05,-3.64E-21
0.01629,4.08E-05,2.90E-21
0.014287,2.09E-05,-4.58E-21
0.011468,6.42E-06,5.12E-24
0.0060393,1.05E-06,-8.75E-24
0.0014017,0.001259,2.77E-21
0.0027093,0.0023989,-1.48E-21
0.0032984,0.0028693,0
0.0036833,0.0031411,-2.45E-19
0.0039978,0.0033354,1.81E-19
0.004283,0.0034913,1.43E-19
0.0045572,0.0036251,-2.41E-19
0.0048299,0.0037451,1.05E-19
0.0051072,0.0038557,3.63E-22
0.0053935,0.0039597,-1.32E-21
0.0056919,0.0040587,6.08E-22
0.0060053,0.0041539,-5.65E-22
0.0063361,0.0042458,0
0.0066866,0.0043347,1.00E-21
0.007059,0.0044204,-3.03E-20
0.0074555,0.0045028,2.91E-20
0.007878,0.004581,2.68E-20
0.0083288,0.0046542,-2.67E-20
0.0088097,0.0047211,0
0.0093224,0.0047802,0
0.0098685,0.0048296,-1.48E-21
0.010449,0.004867,1.42E-21
0.011065,0.0048901,0
0.011715,0.0048965,2.26E-20
0.0124,0.0048838,-2.08E-20
0.013118,0.00485,1.98E-20
0.013865,0.0047935,-3.08E-22
0.014639,0.0047137,-2.12E-20
0.015436,0.0046107,-2.31E-21
0.016252,0.0044858,1.99E-20
0.017081,0.0043414,-2.49E-22
0.01792,0.0041805,-1.72E-20
0.018763,0.0040071,-1.68E-20
0.019605,0.0038252,1.47E-20
0.020442,0.003639,-1.23E-20
0.021269,0.0034522,1.66E-20
0.022081,0.003268,-2.06E-20
0.022871,0.003089,2.08E-20
0.023635,0.0029167,4.13E-21
0.024366,0.0027523,4.17E-21
0.025058,0.0025961,2.56E-20
0.025706,0.0024481,-2.00E-22
0.026306,0.0023079,-4.58E-21
0.026852,0.0021751,-1.82E-20
0.027344,0.002049,1.40E-20
0.02778,0.0019293,-1.91E-20
0.028158,0.0018153,7.40E-21
0.028481,0.0017067,0
0.028749,0.0016033,1.32E-20
0.028965,0.0015048,-1.11E-20
0.029131,0.001411,0
0.029249,0.0013217,-9.10E-21
0.02932,0.0012369,9.64E-21
0.029347,0.0011561,-1.37E-20
0.02933,0.0010793,1.64E-20
0.029268,0.0010063,-9.77E-21
0.029159,0.00093663,1.69E-20
0.029003,0.00087017,-1.37E-20
0.028796,0.00080655,9.87E-21
0.028537,0.00074549,-8.03E-21
0.028222,0.00068668,2.91E-21
0.027851,0.00062984,0
0.027425,0.00057476,0
0.026946,0.0005213,5.46E-21
0.026417,0.00046939,-5.88E-21
0.025841,0.00041904,-1.05E-20
0.025219,0.00037034,7.88E-21
0.024554,0.00032344,9.69E-21
0.023842,0.00027852,-1.17E-20
0.023079,0.00023578,-5.62E-21
0.022256,0.00019546,4.58E-21
0.021357,0.00015778,0
0.02036,0.00012303,-9.28E-22
0.01923,9.15E-05,-2.10E-21
0.017916,6.35E-05,1.21E-21
0.01633,3.94E-05,7.20E-22
0.01431,1.99E-05,-1.83E-21
0.011465,5.84E-06,9.37E-21
0.0060041,7.45E-07,-4.32E-21
0.0015756,0.0014543,0
0.0030085,0.0027565,1.44E-21
0.0036451,0.0032827,3.75E-19
0.0040552,0.0035812,-2.40E-19
0.0043861,0.0037909,3.42E-22
0.0046837,0.0039565,-1.39E-19
0.0049679,0.0040968,1.17E-19
0.0052492,0.0042209,3.95E-22
0.0055343,0.0043342,-3.51E-22
0.005828,0.0044398,6.35E-22
0.0061336,0.0045397,-5.80E-22
0.0064543,0.0046352,0
0.0067928,0.0047268,0
0.0071514,0.0048151,0
0.0075325,0.0048998,9.04E-22
0.0079386,0.0049806,2.76E-20
0.0083717,0.0050566,6.28E-22
0.0088341,0.0051268,-2.63E-20
0.0093277,0.0051896,-2.43E-20
0.0098542,0.0052431,4.77E-20
0.010415,0.0052852,-2.13E-20
0.01101,0.0053132,-1.37E-21
0.011641,0.0053244,0
0.012306,0.0053163,-1.90E-20
0.013004,0.0052862,1.98E-20
0.013732,0.0052321,1.18E-21
0.014488,0.0051528,-2.33E-21
0.015266,0.005048,2.27E-21
0.016063,0.0049184,0
0.016874,0.004766,-1.91E-20
0.017695,0.0045938,1.48E-20
0.018519,0.0044058,1.63E-20
0.019344,0.0042064,-2.20E-22
0.020165,0.0040002,-3.22E-20
0.020977,0.0037917,1.61E-20
0.021776,0.0035848,0
0.022558,0.0033828,0
0.023318,0.0031881,0
0.02405,0.0030022,1.21E-20
0.02475,0.002826,-4.29E-21
0.025411,0.0026596,-2.10E-20
0.026029,0.0025028,-4.30E-21
0.0266,0.0023552,0
0.02712,0.002216,-8.90E-21
0.027587,0.0020846,9.19E-21
0.027999,0.0019602,0
0.028357,0.0018422,-9.74E-21
0.02866,0.0017303,1.01E-20
0.028912,0.0016241,-2.64E-21
0.029112,0.0015231,0
0.029265,0.0014271,0
0.02937,0.001336,1.21E-20
0.029432,0.0012494,-2.56E-20
0.029449,0.0011671,1.36E-20
0.029422,0.001089,-9.10E-21
0.029352,0.0010146,3.90E-21
0.029236,0.00094372,8.41E-21
0.029073,0.00087608,1.14E-20
0.02886,0.00081135,-9.85E-21
0.028595,0.00074922,-4.01E-21
0.028275,0.00068937,0
0.027902,0.00063157,0
0.027474,0.00057559,-8.42E-21
0.026995,0.0005213,7.26E-21
0.026466,0.00046867,7.78E-21
0.025892,0.0004177,2.83E-24
0.025274,0.0003685,-1.01E-20
0.024612,0.00032122,1.07E-23
0.023903,0.00027603,1.30E-21
0.023143,0.00023313,5.60E-21
0.022321,0.00019276,2.38E-24
0.021422,0.00015515,-1.34E-20
0.020422,0.00012056,8.37E-21
0.019288,8.93E-05,5.25E-21
0.017964,6.16E-05,-1.09E-20
0.016366,3.80E-05,5.04E-21
0.014328,1.89E-05,-9.16E-22
0.011457,5.28E-06,-1.34E-21
0.0059646,4.45E-07,0
0.0017697,0.0016564,0
0.0033412,0.0031235,0
0.0040298,0.0037063,-7.12E-22
0.0044666,0.0040318,0
0.0048144,0.0042573,-3.34E-22
0.0051241,0.0044331,-1.35E-19
0.0054177,0.0045802,1.13E-19
0.0057071,0.0047093,9.75E-20
0.0059995,0.0048261,-8.68E-20
0.0063,0.0049344,0
0.0066127,0.0050362,7.21E-20
0.0069407,0.0051331,-6.62E-20
0.0072871,0.0052258,0
0.0076545,0.0053145,4.56E-22
0.0080455,0.0053991,-8.74E-22
0.0084625,0.005479,2.64E-20
0.008908,0.0055531,-2.55E-20
0.009384,0.00562,2.57E-20
0.0098924,0.0056779,-2.27E-20
0.010435,0.0057245,-7.07E-22
0.011012,0.0057571,-1.34E-21
0.011624,0.0057729,-2.20E-20
0.012271,0.0057688,4.02E-20
0.012951,0.005742,-1.96E-20
0.013662,0.0056901,1.16E-21
0.0144,0.0056112,-1.15E-21
0.015162,0.0055045,0
0.015942,0.0053703,0
0.016736,0.0052103,1.66E-20
0.017539,0.0050272,-3.26E-20
0.018345,0.004825,3.41E-20
0.019152,0.0046083,-1.59E-20
0.019954,0.0043821,0
0.020748,0.0041516,0
0.021531,0.0039213,0
0.0223,0.0036953,0
0.023049,0.0034767,-1.55E-20
0.023776,0.0032677,3.14E-20
0.024474,0.0030696,-1.19E-22
0.025141,0.002883,-1.62E-20
0.02577,0.0027078,-1.64E-20
0.026357,0.0025437,1.68E-20
0.026899,0.0023899,0
0.027392,0.0022454,0
0.027833,0.0021095,2.24E-21
0.028222,0.0019815,0
0.028558,0.0018604,-9.64E-21
0.028842,0.0017459,1.00E-20
0.029076,0.0016374,0
0.029262,0.0015346,2.70E-21
0.029401,0.001437,-2.84E-21
0.029494,0.0013445,-2.99E-21
0.029544,0.0012566,1.27E-20
0.029552,0.0011733,-2.71E-20
0.029516,0.0010941,1.45E-20
0.029438,0.0010187,-1.96E-21
0.029314,0.00094694,0
0.029144,0.00087843,0
0.028925,0.00081285,2.45E-21
0.028654,0.0007499,1.34E-21
0.02833,0.00068928,1.15E-20
0.027953,0.00063074,-1.25E-20
0.027524,0.00057408,1.01E-20
0.027044,0.0005192,-7.23E-21
0.026517,0.00046605,-2.92E-21
0.025945,0.00041468,9.37E-21
0.025329,0.00036518,-7.81E-21
0.02467,0.0003177,1.08E-20
0.023965,0.00027242,-5.16E-21
0.023207,0.00022954,-5.58E-21
0.022386,0.00018928,-5.32E-21
0.021486,0.00015189,6.67E-21
0.020483,0.00011761,0
0.019342,8.67E-05,0
0.018009,5.95E-05,4.83E-21
0.016397,3.64E-05,-8.63E-21
0.014341,1.79E-05,3.63E-21
0.011444,4.74E-06,1.32E-21
0.0059213,1.48E-07,1.05E-21
0.0019669,0.0018521,0
0.0036862,0.0034832,0
0.0044313,0.0041259,-3.56E-19
0.0048972,0.0044821,2.29E-19
0.005263,0.0047267,0
0.0055855,0.0049157,1.32E-19
0.0058893,0.0050727,-1.11E-19
0.0061874,0.0052095,-3.69E-22
0.0064879,0.0053326,3.27E-22
0.0067966,0.0054461,0
0.0071177,0.0055523,0
0.0074548,0.0056528,-5.04E-22
0.0078113,0.0057483,4.66E-22
0.00819,0.0058389,-4.44E-22
0.0085936,0.0059242,2.62E-20
0.0090247,0.0060035,-2.56E-20
0.0094858,0.0060754,0
0.0099787,0.0061381,-7.33E-22
0.010505,0.0061893,-1.39E-21
0.011067,0.0062263,2.06E-20
0.011663,0.006246,-1.95E-20
0.012294,0.0062453,2.48E-21
0.012959,0.006221,0
0.013654,0.0061702,-1.95E-20
0.014377,0.0060908,1.80E-20
0.015124,0.0059815,0
0.015889,0.0058422,-1.66E-20
0.016667,0.005674,2.73E-22
0.017453,0.0054798,1.60E-20
0.018242,0.0052632,0
0.01903,0.0050291,-1.71E-20
0.019813,0.0047828,1.52E-20
0.020588,0.00453,1.84E-21
0.021351,0.0042758,0
0.022102,0.004025,-1.84E-21
0.022836,0.0037814,1.85E-21
0.02355,0.0035478,0
0.024241,0.0033263,1.88E-21
0.024904,0.0031178,0
0.025536,0.0029226,0
0.026132,0.0027403,1.99E-21
0.026688,0.0025702,-2.03E-21
0.0272,0.0024115,0
