grad(k):0,grad(k):1,grad(k):2
-5.13E-07,-9.29E-06,0
-3.76E-07,-6.77E-06,7.86E-24
-2.28E-07,-3.57E-06,0
-7.20E-08,3.99E-07,2.19E-24
8.13E-08,5.09E-06,-9.40E-24
2.16E-07,1.03E-05,0
3.14E-07,1.54E-05,2.79E-24
3.53E-07,2.00E-05,6.14E-24
3.22E-07,2.32E-05,0
2.23E-07,2.46E-05,-7.52E-24
6.82E-08,2.38E-05,0
-1.23E-07,2.06E-05,0
-3.30E-07,1.49E-05,-5.03E-24
-5.30E-07,6.67E-06,0
-7.06E-07,-4.74E-06,0
-8.50E-07,-2.08E-05,0
-9.52E-07,-4.52E-05,3.36E-24
-1.00E-06,-8.85E-05,0
-9.94E-07,-0.00019189,0
-8.95E-07,-0.00073326,0
-2.01E-07,-0.00088316,0
-2.43E-07,0.00071244,0
-6.91E-07,0.00064936,0
-9.95E-07,0.00033011,0
-1.21E-06,0.00021766,0
-1.40E-06,0.00016651,-3.32E-24
-1.56E-06,0.00013717,1.68E-24
-1.73E-06,0.00011805,1.68E-24
-1.89E-06,0.00010456,0
-2.05E-06,9.45E-05,0
-2.22E-06,8.67E-05,-3.25E-24
-2.39E-06,8.05E-05,0
-2.57E-06,7.54E-05,3.11E-24
-2.76E-06,7.11E-05,0
-2.96E-06,6.74E-05,5.95E-24
-3.16E-06,6.40E-05,-5.85E-24
-3.37E-06,6.09E-05,5.69E-24
-3.58E-06,5.80E-05,0
-3.80E-06,5.51E-05,0
-4.01E-06,5.22E-05,0
-4.22E-06,4.91E-05,-6.28E-26
-4.41E-06,4.58E-05,-2.06E-23
-4.58E-06,4.21E-05,0
-4.72E-06,3.81E-05,-9.93E-24
-4.81E-06,3.37E-05,-9.72E-24
-4.86E-06,2.88E-05,-1.90E-23
-4.83E-06,2.34E-05,-3.71E-23
-4.73E-06,1.75E-05,0
-4.53E-06,1.12E-05,0
-4.24E-06,4.48E-06,0
-3.84E-06,-2.43E-06,1.66E-23
-3.35E-06,-9.35E-06,0
-2.78E-06,-1.60E-05,3.05E-23
-2.16E-06,-2.22E-05,0
-1.53E-06,-2.75E-05,2.76E-23
-9.38E-07,-3.17E-05,0
-4.40E-07,-3.46E-05,2.46E-23
-7.89E-08,-3.61E-05,0
1.21E-07,-3.63E-05,2.17E-23
1.58E-07,-3.54E-05,0
5.67E-08,-3.36E-05,0
-1.44E-07,-3.15E-05,0
-3.94E-07,-2.92E-05,0
-6.54E-07,-2.71E-05,0
-8.89E-07,-2.52E-05,0
-1.08E-06,-2.35E-05,0
-1.22E-06,-2.22E-05,7.40E-24
-1.31E-06,-2.11E-05,0
-1.35E-06,-2.02E-05,-1.41E-23
-1.35E-06,-1.94E-05,-6.95E-24
-1.32E-06,-1.87E-05,-1.37E-23
-1.27E-06,-1.80E-05,6.77E-24
-1.21E-06,-1.73E-05,0
-1.13E-06,-1.66E-05,0
-1.04E-06,-1.58E-05,0
-9.50E-07,-1.49E-05,0
-8.51E-07,-1.39E-05,0
-7.46E-07,-1.26E-05,7.09E-24
-6.31E-07,-1.11E-05,0
-5.09E-07,-9.08E-06,0
-3.73E-07,-6.53E-06,-3.92E-24
-2.28E-07,-3.30E-06,0
-7.54E-08,6.89E-07,-2.19E-24
7.29E-08,5.37E-06,0
2.02E-07,1.05E-05,-2.55E-24
2.90E-07,1.56E-05,-5.58E-24
3.21E-07,2.00E-05,0
2.83E-07,2.30E-05,0
1.78E-07,2.42E-05,0
2.10E-08,2.32E-05,2.08E-24
-1.68E-07,1.99E-05,-2.29E-24
-3.67E-07,1.42E-05,0
-5.59E-07,5.97E-06,0
-7.28E-07,-5.38E-06,0
-8.61E-07,-2.13E-05,-1.58E-24
-9.52E-07,-4.55E-05,0
-9.93E-07,-8.86E-05,0
-9.74E-07,-0.00019155,0
-8.65E-07,-0.00073081,0
-1.96E-07,-0.00087976,0
-2.51E-07,0.00070919,0
-7.14E-07,0.00064681,2.27E-24
-1.03E-06,0.00032847,0
-1.26E-06,0.00021651,0
-1.45E-06,0.00016557,1.66E-24
-1.62E-06,0.00013636,1.66E-24
-1.79E-06,0.00011732,-1.68E-24
-1.95E-06,0.00010388,0
-2.12E-06,9.39E-05,0
-2.29E-06,8.61E-05,6.43E-24
-2.47E-06,7.99E-05,-1.26E-23
-2.65E-06,7.48E-05,-3.11E-24
-2.84E-06,7.06E-05,-1.21E-23
-3.04E-06,6.68E-05,-5.95E-24
-3.25E-06,6.35E-05,-1.16E-23
-3.46E-06,6.05E-05,-5.69E-24
-3.67E-06,5.75E-05,0
-3.89E-06,5.47E-05,0
-4.10E-06,5.18E-05,0
-4.31E-06,4.87E-05,-1.05E-23
-4.50E-06,4.55E-05,1.03E-23
-4.67E-06,4.19E-05,4.00E-23
-4.81E-06,3.80E-05,0
-4.90E-06,3.36E-05,0
-4.95E-06,2.88E-05,9.46E-24
-4.92E-06,2.35E-05,1.85E-23
-4.82E-06,1.77E-05,0
-4.62E-06,1.15E-05,-3.49E-23
-4.33E-06,4.87E-06,0
-3.93E-06,-1.94E-06,-6.56E-23
-3.44E-06,-8.79E-06,6.32E-23
-2.87E-06,-1.54E-05,4.55E-23
-2.24E-06,-2.16E-05,0
-1.60E-06,-2.69E-05,-1.38E-23
-9.99E-07,-3.12E-05,0
-4.81E-07,-3.42E-05,0
-9.58E-08,-3.58E-05,-4.63E-23
1.30E-07,-3.62E-05,-2.17E-23
1.92E-07,-3.54E-05,0
1.12E-07,-3.38E-05,0
-7.22E-08,-3.17E-05,3.64E-23
-3.14E-07,-2.95E-05,0
-5.70E-07,-2.73E-05,-3.29E-23
-8.06E-07,-2.54E-05,0
-1.00E-06,-2.37E-05,0
-1.15E-06,-2.23E-05,-7.40E-24
-1.25E-06,-2.12E-05,0
-1.30E-06,-2.02E-05,7.05E-24
-1.31E-06,-1.94E-05,0
-1.29E-06,-1.87E-05,6.84E-24
-1.24E-06,-1.79E-05,-6.77E-24
-1.18E-06,-1.72E-05,0
-1.11E-06,-1.65E-05,1.34E-23
-1.03E-06,-1.57E-05,0
-9.39E-07,-1.48E-05,0
-8.42E-07,-1.37E-05,-1.38E-23
-7.39E-07,-1.25E-05,-3.54E-24
-6.27E-07,-1.09E-05,0
-5.04E-07,-8.88E-06,0
-3.71E-07,-6.30E-06,1.17E-23
-2.28E-07,-3.04E-06,0
-7.96E-08,9.71E-07,8.76E-24
6.46E-08,5.65E-06,0
1.85E-07,1.07E-05,2.55E-24
2.65E-07,1.57E-05,2.79E-24
2.87E-07,1.99E-05,-6.16E-24
2.42E-07,2.28E-05,0
1.34E-07,2.38E-05,-7.54E-24
-2.44E-08,2.27E-05,-2.08E-24
-2.11E-07,1.93E-05,2.29E-24
-4.05E-07,1.35E-05,0
-5.89E-07,5.30E-06,0
-7.48E-07,-5.98E-06,0
-8.71E-07,-2.18E-05,1.58E-24
-9.52E-07,-4.58E-05,-3.33E-24
-9.82E-07,-8.86E-05,0
-9.52E-07,-0.00019115,0
-8.36E-07,-0.00072841,3.15E-24
-1.90E-07,-0.00087648,0
-2.58E-07,0.00070583,0
-7.35E-07,0.00064417,-2.27E-24
-1.06E-06,0.00032677,0
-1.30E-06,0.00021532,0
-1.49E-06,0.00016462,0
-1.67E-06,0.00013553,3.31E-24
-1.84E-06,0.00011657,0
-2.01E-06,0.00010319,0
-2.18E-06,9.32E-05,-1.30E-23
-2.36E-06,8.55E-05,-6.43E-24
-2.53E-06,7.93E-05,1.26E-23
-2.72E-06,7.43E-05,0
-2.91E-06,7.00E-05,3.61E-23
-3.11E-06,6.63E-05,0
-3.32E-06,6.30E-05,1.16E-23
-3.53E-06,6.00E-05,0
-3.75E-06,5.71E-05,0
-3.96E-06,5.42E-05,0
-4.18E-06,5.14E-05,0
-4.38E-06,4.84E-05,0
-4.58E-06,4.52E-05,0
-4.75E-06,4.17E-05,-7.98E-23
-4.89E-06,3.78E-05,0
-4.98E-06,3.35E-05,7.64E-23
-5.02E-06,2.88E-05,0
-5.00E-06,2.36E-05,-7.31E-23
-4.90E-06,1.79E-05,0
-4.70E-06,1.18E-05,3.49E-23
-4.41E-06,5.26E-06,0
-4.01E-06,-1.46E-06,6.56E-23
-3.52E-06,-8.23E-06,-6.32E-23
-2.95E-06,-1.48E-05,-1.82E-22
-2.32E-06,-2.09E-05,0
-1.67E-06,-2.63E-05,0
-1.05E-06,-3.07E-05,0
-5.20E-07,-3.38E-05,0
-1.13E-07,-3.56E-05,-4.62E-23
1.38E-07,-3.60E-05,-8.69E-23
2.25E-07,-3.54E-05,0
1.66E-07,-3.39E-05,0
-2.43E-09,-3.19E-05,-3.64E-23
-2.34E-07,-2.97E-05,0
-4.86E-07,-2.75E-05,3.29E-23
-7.25E-07,-2.56E-05,0
-9.26E-07,-2.39E-05,6.08E-23
-1.08E-06,-2.24E-05,0
-1.19E-06,-2.13E-05,-5.73E-23
-1.24E-06,-2.03E-05,-5.60E-23
-1.26E-06,-1.94E-05,0
-1.25E-06,-1.86E-05,2.72E-23
-1.21E-06,-1.79E-05,2.69E-23
-1.16E-06,-1.72E-05,2.68E-23
-1.09E-06,-1.64E-05,-4.02E-23
-1.01E-06,-1.56E-05,0
-9.27E-07,-1.47E-05,0
-8.33E-07,-1.36E-05,1.38E-23
-7.32E-07,-1.23E-05,0
-6.22E-07,-1.07E-05,1.45E-23
-5.01E-07,-8.67E-06,0
-3.70E-07,-6.07E-06,-2.35E-23
-2.29E-07,-2.78E-06,-1.65E-23
-8.46E-08,1.25E-06,8.76E-24
5.45E-08,5.91E-06,0
1.68E-07,1.09E-05,0
2.41E-07,1.58E-05,0
2.54E-07,1.99E-05,6.16E-24
2.02E-07,2.26E-05,0
8.92E-08,2.35E-05,1.51E-23
-6.90E-08,2.22E-05,0
-2.53E-07,1.87E-05,9.15E-24
-4.42E-07,1.29E-05,0
-6.17E-07,4.67E-06,0
-7.67E-07,-6.54E-06,0
-8.79E-07,-2.22E-05,0
-9.49E-07,-4.60E-05,3.33E-24
-9.69E-07,-8.86E-05,0
-9.30E-07,-0.00019071,0
-8.05E-07,-0.00072606,-3.15E-24
-1.84E-07,-0.00087331,6.39E-25
-2.65E-07,0.00070238,0
-7.54E-07,0.00064145,0
-1.09E-06,0.00032501,0
-1.33E-06,0.00021409,-6.28E-24
-1.54E-06,0.00016363,0
-1.72E-06,0.00013468,-6.65E-24
-1.89E-06,0.0001158,1.32E-23
-2.06E-06,0.00010248,-1.31E-23
-2.24E-06,9.26E-05,1.30E-23
-2.41E-06,8.49E-05,0
-2.59E-06,7.87E-05,0
-2.78E-06,7.37E-05,-2.44E-23
-2.98E-06,6.94E-05,-2.41E-23
-3.18E-06,6.57E-05,2.34E-23
-3.38E-06,6.25E-05,0
-3.60E-06,5.95E-05,-4.47E-23
-3.81E-06,5.66E-05,4.38E-23
-4.03E-06,5.38E-05,-4.28E-23
-4.24E-06,5.10E-05,-4.20E-23
-4.45E-06,4.80E-05,-8.22E-23
-4.64E-06,4.48E-05,8.06E-23
-4.81E-06,4.14E-05,1.19E-22
-4.95E-06,3.76E-05,7.75E-23
-5.05E-06,3.34E-05,-7.64E-23
-5.09E-06,2.88E-05,0
-5.07E-06,2.37E-05,1.46E-22
-4.96E-06,1.81E-05,0
-4.77E-06,1.20E-05,1.38E-22
-4.48E-06,5.65E-06,0
-4.08E-06,-9.77E-07,-1.30E-22
-3.59E-06,-7.67E-06,0
-3.02E-06,-1.42E-05,1.21E-22
-2.38E-06,-2.03E-05,-1.15E-22
-1.73E-06,-2.57E-05,1.10E-22
-1.10E-06,-3.01E-05,0
-5.55E-07,-3.33E-05,0
-1.29E-07,-3.52E-05,1.85E-22
1.44E-07,-3.59E-05,8.69E-23
2.55E-07,-3.53E-05,0
2.18E-07,-3.40E-05,0
6.65E-08,-3.20E-05,0
-1.55E-07,-2.99E-05,0
-4.03E-07,-2.77E-05,6.57E-23
-6.42E-07,-2.58E-05,0
-8.49E-07,-2.40E-05,-6.08E-23
-1.01E-06,-2.26E-05,-5.87E-23
-1.12E-06,-2.13E-05,1.51E-25
-1.19E-06,-2.03E-05,1.64E-25
-1.22E-06,-1.94E-05,-5.49E-23
-1.21E-06,-1.86E-05,-2.72E-23
-1.18E-06,-1.78E-05,-2.69E-23
-1.13E-06,-1.71E-05,-8.02E-23
-1.07E-06,-1.63E-05,2.68E-23
-9.97E-07,-1.55E-05,2.68E-23
-9.13E-07,-1.46E-05,0
-8.23E-07,-1.35E-05,0
-7.24E-07,-1.22E-05,2.81E-23
-6.16E-07,-1.05E-05,-4.33E-23
-4.98E-07,-8.48E-06,2.99E-23
-3.69E-07,-5.84E-06,1.56E-23
-2.30E-07,-2.52E-06,1.65E-23
-8.96E-08,1.51E-06,-1.75E-23
4.28E-08,6.16E-06,0
1.50E-07,1.11E-05,-2.05E-23
2.14E-07,1.59E-05,0
2.19E-07,1.98E-05,0
1.61E-07,2.24E-05,0
4.46E-08,2.31E-05,-7.54E-24
-1.13E-07,2.16E-05,0
-2.93E-07,1.81E-05,-9.15E-24
-4.76E-07,1.22E-05,0
-6.44E-07,4.07E-06,0
-7.84E-07,-7.05E-06,1.17E-23
-8.86E-07,-2.26E-05,1.25E-23
-9.45E-07,-4.62E-05,0
-9.55E-07,-8.85E-05,0
-9.07E-07,-0.00019021,0
-7.73E-07,-0.00072376,6.26E-24
-1.78E-07,-0.00087025,-1.91E-24
-2.71E-07,0.00069885,0
-7.72E-07,0.00063866,0
-1.12E-06,0.00032321,0
-1.37E-06,0.00021283,6.28E-24
-1.57E-06,0.00016262,1.30E-23
-1.76E-06,0.00013381,1.32E-23
-1.94E-06,0.00011503,-1.32E-23
-2.11E-06,0.00010176,1.31E-23
-2.29E-06,9.19E-05,0
-2.46E-06,8.42E-05,0
-2.65E-06,7.81E-05,0
-2.84E-06,7.31E-05,2.44E-23
-3.03E-06,6.89E-05,4.75E-23
-3.23E-06,6.52E-05,-2.34E-23
-3.44E-06,6.19E-05,0
-3.65E-06,5.90E-05,4.47E-23
-3.87E-06,5.61E-05,-4.38E-23
-4.09E-06,5.34E-05,1.28E-22
-4.30E-06,5.06E-05,1.25E-22
-4.51E-06,4.77E-05,5.37E-25
-4.70E-06,4.45E-05,-5.28E-25
-4.87E-06,4.12E-05,-1.58E-22
-5.00E-06,3.74E-05,-1.54E-22
-5.10E-06,3.33E-05,1.51E-22
-5.14E-06,2.88E-05,0
-5.12E-06,2.37E-05,-2.17E-22
-5.02E-06,1.82E-05,0
-4.82E-06,1.23E-05,-1.38E-22
-4.53E-06,6.04E-06,0
-4.14E-06,-4.97E-07,1.30E-22
-3.65E-06,-7.11E-06,0
-3.08E-06,-1.36E-05,0
-2.44E-06,-1.97E-05,1.15E-22
-1.79E-06,-2.51E-05,-3.29E-22
-1.15E-06,-2.96E-05,0
-5.88E-07,-3.29E-05,0
-1.43E-07,-3.49E-05,9.25E-23
1.52E-07,-3.57E-05,1.74E-22
2.84E-07,-3.53E-05,0
2.68E-07,-3.40E-05,0
1.34E-07,-3.22E-05,1.45E-22
-7.72E-08,-3.01E-05,-1.38E-22
-3.20E-07,-2.80E-05,6.57E-23
-5.59E-07,-2.60E-05,0
-7.71E-07,-2.42E-05,0
-9.39E-07,-2.27E-05,5.87E-23
-1.06E-06,-2.14E-05,1.71E-22
-1.14E-06,-2.03E-05,1.57E-25
-1.17E-06,-1.94E-05,5.49E-23
-1.17E-06,-1.86E-05,-5.40E-23
-1.15E-06,-1.78E-05,0
-1.11E-06,-1.70E-05,5.34E-23
-1.05E-06,-1.62E-05,0
-9.79E-07,-1.54E-05,-2.68E-23
-9.00E-07,-1.45E-05,0
-8.12E-07,-1.34E-05,0
-7.16E-07,-1.20E-05,-2.81E-23
-6.10E-07,-1.04E-05,2.89E-23
-4.94E-07,-8.28E-06,-2.99E-23
-3.67E-07,-5.62E-06,0
-2.32E-07,-2.28E-06,0
-9.55E-08,1.76E-06,3.50E-23
3.02E-08,6.39E-06,-1.88E-23
1.31E-07,1.13E-05,2.05E-23
1.86E-07,1.60E-05,0
1.84E-07,1.98E-05,0
1.19E-07,2.21E-05,0
8.41E-10,2.27E-05,0
-1.57E-07,2.11E-05,1.66E-23
-3.34E-07,1.75E-05,0
-5.09E-07,1.16E-05,0
-6.69E-07,3.50E-06,0
-7.98E-07,-7.53E-06,-2.34E-23
-8.92E-07,-2.29E-05,-1.25E-23
-9.41E-07,-4.64E-05,0
-9.41E-07,-8.84E-05,0
-8.83E-07,-0.00018967,0
-7.41E-07,-0.00072152,-6.26E-24
-1.71E-07,-0.00086732,1.27E-24
-2.76E-07,0.00069524,1.08E-24
-7.87E-07,0.0006358,0
-1.15E-06,0.00032136,0
-1.40E-06,0.00021154,0
-1.61E-06,0.00016159,-2.59E-23
-1.80E-06,0.00013293,-2.63E-23
-1.98E-06,0.00011423,0
-2.15E-06,0.00010104,0
-2.33E-06,9.12E-05,2.56E-23
-2.51E-06,8.36E-05,0
-2.69E-06,7.75E-05,0
-2.88E-06,7.25E-05,4.83E-23
-3.08E-06,6.83E-05,-4.75E-23
-3.28E-06,6.47E-05,0
-3.49E-06,6.14E-05,0
-3.70E-06,5.85E-05,4.42E-23
-3.92E-06,5.57E-05,0
-4.13E-06,5.29E-05,-8.51E-23
-4.35E-06,5.02E-05,-8.34E-23
-4.55E-06,4.73E-05,1.63E-22
-4.74E-06,4.42E-05,-8.01E-23
-4.91E-06,4.09E-05,1.56E-22
-5.05E-06,3.73E-05,2.30E-22
-5.14E-06,3.32E-05,-3.01E-22
-5.18E-06,2.87E-05,0
-5.16E-06,2.38E-05,1.44E-22
-5.06E-06,1.84E-05,0
-4.87E-06,1.26E-05,1.37E-22
-4.58E-06,6.42E-06,0
-4.19E-06,-1.86E-08,2.58E-22
-3.70E-06,-6.55E-06,0
-3.13E-06,-1.30E-05,0
-2.50E-06,-1.90E-05,2.29E-22
-1.84E-06,-2.45E-05,2.19E-22
-1.19E-06,-2.90E-05,0
-6.19E-07,-3.24E-05,0
-1.56E-07,-3.46E-05,-1.85E-22
1.60E-07,-3.55E-05,-1.74E-22
3.14E-07,-3.52E-05,1.64E-22
3.18E-07,-3.41E-05,0
2.00E-07,-3.24E-05,-1.45E-22
8.13E-10,-3.03E-05,1.38E-22
-2.37E-07,-2.82E-05,-1.31E-22
-4.77E-07,-2.62E-05,0
-6.91E-07,-2.44E-05,0
-8.67E-07,-2.28E-05,0
-9.95E-07,-2.15E-05,-1.14E-22
-1.08E-06,-2.04E-05,1.67E-22
-1.12E-06,-1.94E-05,0
-1.13E-06,-1.86E-05,5.40E-23
-1.12E-06,-1.78E-05,0
-1.08E-06,-1.70E-05,-5.30E-23
-1.03E-06,-1.62E-05,-5.30E-23
-9.63E-07,-1.53E-05,0
-8.87E-07,-1.43E-05,5.38E-23
-8.02E-07,-1.32E-05,0
-7.08E-07,-1.19E-05,0
-6.05E-07,-1.02E-05,0
-4.90E-07,-8.09E-06,-2.98E-23
-3.65E-07,-5.40E-06,3.11E-23
-2.34E-07,-2.04E-06,0
-1.02E-07,2.01E-06,-1.38E-26
1.76E-08,6.61E-06,1.88E-23
1.10E-07,1.15E-05,0
1.58E-07,1.60E-05,2.24E-23
1.48E-07,1.97E-05,-2.47E-23
7.90E-08,2.19E-05,0
-4.21E-08,2.23E-05,0
-2.00E-07,2.06E-05,-3.33E-23
-3.72E-07,1.69E-05,0
-5.40E-07,1.11E-05,0
-6.91E-07,2.97E-06,0
-8.12E-07,-7.97E-06,1.17E-23
-8.95E-07,-2.32E-05,0
-9.35E-07,-4.64E-05,0
-9.24E-07,-8.82E-05,0
-8.57E-07,-0.00018908,0
-7.08E-07,-0.00071934,-6.22E-24
-1.65E-07,-0.00086451,1.26E-24
-2.81E-07,0.00069156,-1.08E-24
-8.02E-07,0.00063288,0
-1.17E-06,0.00031946,0
-1.43E-06,0.00021022,0
-1.64E-06,0.00016054,2.58E-23
-1.83E-06,0.00013203,-1.30E-23
-2.01E-06,0.00011343,-2.60E-23
-2.19E-06,0.00010031,0
-2.37E-06,9.05E-05,-2.56E-23
-2.55E-06,8.30E-05,0
-2.74E-06,7.69E-05,-4.90E-23
-2.93E-06,7.19E-05,-9.63E-23
-3.12E-06,6.77E-05,0
-3.32E-06,6.41E-05,-4.59E-23
-3.53E-06,6.09E-05,0
-3.74E-06,5.80E-05,-4.42E-23
-3.96E-06,5.52E-05,0
-4.17E-06,5.25E-05,0
-4.38E-06,4.98E-05,8.23E-23
-4.59E-06,4.69E-05,-1.62E-22
-4.78E-06,4.39E-05,0
-4.94E-06,4.07E-05,-7.80E-23
-5.08E-06,3.71E-05,-1.53E-22
-5.17E-06,3.31E-05,1.50E-22
-5.21E-06,2.87E-05,0
-5.19E-06,2.39E-05,-1.43E-22
-5.09E-06,1.86E-05,0
-4.90E-06,1.29E-05,-1.37E-22
-4.61E-06,6.80E-06,0
-4.22E-06,4.57E-07,-5.14E-22
-3.74E-06,-6.00E-06,0
-3.17E-06,-1.24E-05,0
-2.54E-06,-1.84E-05,-2.29E-22
-1.88E-06,-2.38E-05,0
-1.23E-06,-2.84E-05,0
-6.44E-07,-3.19E-05,-1.96E-22
-1.67E-07,-3.42E-05,0
1.68E-07,-3.52E-05,0
3.44E-07,-3.52E-05,-1.64E-22
3.68E-07,-3.41E-05,-1.54E-22
2.66E-07,-3.25E-05,0
7.72E-08,-3.05E-05,0
-1.55E-07,-2.84E-05,0
-3.94E-07,-2.64E-05,0
-6.12E-07,-2.46E-05,0
-7.93E-07,-2.30E-05,0
-9.30E-07,-2.16E-05,0
-1.02E-06,-2.05E-05,-2.22E-22
-1.07E-06,-1.95E-05,0
-1.09E-06,-1.86E-05,0
-1.08E-06,-1.77E-05,1.06E-22
-1.05E-06,-1.69E-05,5.30E-23
-1.01E-06,-1.61E-05,1.66E-25
-9.44E-07,-1.52E-05,-5.31E-23
-8.73E-07,-1.42E-05,-1.58E-25
-7.91E-07,-1.31E-05,0
-7.00E-07,-1.17E-05,0
-5.98E-07,-1.00E-05,0
-4.86E-07,-7.90E-06,2.98E-23
-3.65E-07,-5.19E-06,-6.22E-23
-2.38E-07,-1.81E-06,0
-1.10E-07,2.24E-06,-7.00E-23
4.19E-09,6.82E-06,0
8.89E-08,1.16E-05,4.10E-23
1.28E-07,1.60E-05,-4.49E-23
1.12E-07,1.96E-05,2.47E-23
3.78E-08,2.16E-05,0
-8.58E-08,2.19E-05,0
-2.41E-07,2.01E-05,1.66E-23
-4.08E-07,1.63E-05,0
-5.71E-07,1.05E-05,-1.99E-23
-7.14E-07,2.47E-06,0
-8.26E-07,-8.36E-06,0
-8.98E-07,-2.34E-05,0
-9.27E-07,-4.65E-05,0
-9.07E-07,-8.79E-05,0
-8.30E-07,-0.00018844,0
-6.74E-07,-0.00071722,1.86E-23
-1.58E-07,-0.00086182,-4.65E-27
-2.85E-07,0.00068781,0
-8.17E-07,0.0006299,0
-1.19E-06,0.00031753,0
-1.45E-06,0.00020889,1.23E-23
-1.67E-06,0.00015948,1.27E-23
-1.86E-06,0.00013112,1.48E-25
-2.05E-06,0.00011263,2.60E-23
-2.23E-06,9.96E-05,0
-2.41E-06,8.98E-05,0
-2.59E-06,8.23E-05,0
-2.77E-06,7.63E-05,4.90E-23
-2.96E-06,7.13E-05,9.57E-23
-3.16E-06,6.72E-05,4.66E-23
-3.36E-06,6.36E-05,2.96E-25
-3.57E-06,6.04E-05,0
-3.78E-06,5.75E-05,0
-3.99E-06,5.47E-05,0
-4.20E-06,5.21E-05,0
-4.41E-06,4.94E-05,-8.23E-23
-4.62E-06,4.66E-05,2.41E-22
-4.80E-06,4.36E-05,0
-4.97E-06,4.04E-05,0
-5.10E-06,3.69E-05,0
-5.19E-06,3.30E-05,1.48E-22
-5.23E-06,2.87E-05,-1.45E-22
-5.21E-06,2.40E-05,1.43E-22
-5.11E-06,1.88E-05,2.77E-22
-4.92E-06,1.32E-05,2.70E-22
-4.64E-06,7.18E-06,0
-4.25E-06,9.30E-07,2.56E-22
-3.77E-06,-5.44E-06,0
-3.21E-06,-1.17E-05,2.38E-22
-2.57E-06,-1.77E-05,-2.28E-22
-1.91E-06,-2.32E-05,0
-1.26E-06,-2.78E-05,0
-6.65E-07,-3.14E-05,3.92E-22
-1.74E-07,-3.38E-05,-1.85E-22
1.78E-07,-3.50E-05,0
3.74E-07,-3.51E-05,0
4.18E-07,-3.42E-05,1.54E-22
3.32E-07,-3.26E-05,0
1.54E-07,-3.07E-05,0
-7.17E-08,-2.86E-05,-1.31E-22
-3.10E-07,-2.66E-05,1.26E-22
-5.31E-07,-2.47E-05,-1.21E-22
-7.18E-07,-2.31E-05,0
-8.62E-07,-2.17E-05,0
-9.64E-07,-2.05E-05,1.11E-22
-1.02E-06,-1.95E-05,0
-1.05E-06,-1.86E-05,1.07E-22
-1.05E-06,-1.77E-05,-2.12E-22
-1.02E-06,-1.69E-05,0
-9.81E-07,-1.60E-05,5.29E-23
-9.25E-07,-1.51E-05,-5.28E-23
-8.57E-07,-1.41E-05,-5.37E-23
-7.79E-07,-1.30E-05,0
-6.90E-07,-1.16E-05,0
-5.91E-07,-9.89E-06,0
-4.83E-07,-7.72E-06,0
-3.65E-07,-4.98E-06,3.11E-23
-2.41E-07,-1.58E-06,0
-1.19E-07,2.47E-06,3.50E-23
-1.09E-08,7.01E-06,-3.77E-23
6.71E-08,1.17E-05,-4.10E-23
9.83E-08,1.61E-05,2.24E-23
7.48E-08,1.94E-05,0
-3.36E-09,2.14E-05,0
-1.28E-07,2.15E-05,3.01E-23
-2.80E-07,1.96E-05,-3.32E-23
-4.44E-07,1.58E-05,0
-6.00E-07,9.98E-06,1.99E-23
-7.34E-07,2.00E-06,0
-8.36E-07,-8.72E-06,0
-9.00E-07,-2.36E-05,0
-9.19E-07,-4.65E-05,0
-8.89E-07,-8.77E-05,-1.36E-23
-8.04E-07,-0.00018775,0
-6.40E-07,-0.00071517,-1.24E-23
-1.51E-07,-0.00085926,-1.26E-24
-2.89E-07,0.000684,0
-8.30E-07,0.00062686,0
-1.21E-06,0.00031556,0
-1.48E-06,0.00020752,-1.23E-23
-1.69E-06,0.0001584,-2.56E-23
-1.89E-06,0.00013021,2.59E-23
-2.08E-06,0.00011182,0
-2.26E-06,9.88E-05,2.55E-23
-2.44E-06,8.91E-05,0
-2.62E-06,8.16E-05,0
-2.80E-06,7.57E-05,4.84E-23
-2.99E-06,7.07E-05,-4.77E-23
-3.19E-06,6.66E-05,-4.66E-23
-3.39E-06,6.30E-05,4.56E-23
-3.60E-06,5.99E-05,-8.86E-23
-3.81E-06,5.70E-05,-8.66E-23
-4.02E-06,5.43E-05,0
-4.23E-06,5.16E-05,-8.29E-23
-4.44E-06,4.90E-05,0
-4.64E-06,4.62E-05,-3.19E-22
-4.82E-06,4.33E-05,0
-4.98E-06,4.02E-05,1.53E-22
-5.12E-06,3.67E-05,0
-5.21E-06,3.29E-05,-2.95E-22
-5.25E-06,2.87E-05,4.33E-22
-5.22E-06,2.41E-05,-2.82E-22
-5.12E-06,1.90E-05,-5.53E-22
-4.93E-06,1.34E-05,-2.70E-22
-4.65E-06,7.56E-06,2.62E-22
-4.27E-06,1.40E-06,2.54E-22
-3.79E-06,-4.89E-06,2.46E-22
-3.23E-06,-1.11E-05,-8.91E-25
-2.60E-06,-1.71E-05,4.55E-22
-1.94E-06,-2.26E-05,-4.34E-22
-1.28E-06,-2.72E-05,0
-6.81E-07,-3.09E-05,-1.96E-22
-1.78E-07,-3.34E-05,1.85E-22
1.92E-07,-3.47E-05,-3.48E-22
4.07E-07,-3.49E-05,0
4.68E-07,-3.42E-05,0
3.98E-07,-3.27E-05,0
2.32E-07,-3.08E-05,2.76E-22
1.22E-08,-2.88E-05,1.31E-22
