"coords:0","coords:1","coords:2"
6.4834,0.12219,0.05
6.4822,0.14094,0.05
6.4809,0.16111,0.05
6.4795,0.18278,0.05
6.478,0.20603,0.05
6.4764,0.23096,0.05
6.4747,0.25763,0.05
6.4729,0.28615,0.05
6.4709,0.31658,0.05
6.4688,0.349,0.05
6.4666,0.38349,0.05
6.4643,0.4201,0.05
6.4618,0.4589,0.05
6.4591,0.49991,0.05
6.4564,0.54319,0.05
6.4534,0.58874,0.05
6.4504,0.63658,0.05
6.4471,0.68667,0.05
6.4438,0.739,0.05
6.4403,0.7935,0.05
6.4366,0.85011,0.05
6.4329,0.90872,0.05
6.429,0.96922,0.05
6.425,1.0315,0.05
6.4209,1.0953,0.05
6.4167,1.1605,0.05
6.4124,1.2269,0.05
6.4081,1.2943,0.05
6.4037,1.3625,0.05
6.3993,1.4311,0.05
6.3949,1.5,0.05
6.3904,1.5689,0.05
6.386,1.6375,0.05
6.3817,1.7057,0.05
6.3773,1.7731,0.05
6.3731,1.8395,0.05
6.3689,1.9047,0.05
6.3648,1.9685,0.05
6.3608,2.0308,0.05
6.3569,2.0913,0.05
6.3531,2.1499,0.05
6.3495,2.2065,0.05
6.346,2.261,0.05
6.3426,2.3133,0.05
6.3394,2.3634,0.05
6.3363,2.4113,0.05
6.3334,2.4568,0.05
6.3306,2.5001,0.05
6.328,2.5411,0.05
6.3255,2.5799,0.05
6.3231,2.6165,0.05
6.3209,2.651,0.05
6.3188,2.6834,0.05
6.3169,2.7139,0.05
6.315,2.7424,0.05
6.3133,2.769,0.05
6.3117,2.794,0.05
6.3102,2.8172,0.05
6.3088,2.8389,0.05
6.3076,2.8591,0.05
6.3063,2.8778,0.05
6.3052,2.8952,0.05
6.3042,2.9114,0.05
6.3032,2.9264,0.05
6.3023,2.9403,0.05
6.3015,2.9531,0.05
6.3007,2.965,0.05
6.3,2.976,0.05
6.2994,2.9861,0.05
6.2988,2.9955,0.05
6.5553,0.0045,0.05
6.5547,0.013875,0.05
6.554,0.024027,0.05
6.5533,0.035015,0.05
6.5525,0.046901,0.05
6.5517,0.059749,0.05
6.5507,0.07363,0.05
6.5498,0.088613,0.05
6.5487,0.10477,0.05
6.5475,0.12219,0.05
6.5463,0.14094,0.05
6.545,0.16111,0.05
6.5435,0.18278,0.05
6.542,0.20603,0.05
6.5404,0.23096,0.05
6.5386,0.25763,0.05
6.5367,0.28615,0.05
6.5347,0.31658,0.05
6.5326,0.349,0.05
6.5303,0.38349,0.05
6.5279,0.4201,0.05
6.5253,0.4589,0.05
6.5226,0.49991,0.05
6.5198,0.54319,0.05
6.5168,0.58874,0.05
6.5136,0.63658,0.05
6.5103,0.68667,0.05
6.5068,0.739,0.05
6.5032,0.7935,0.05
6.4995,0.85011,0.05
6.4956,0.90872,0.05
6.4916,0.96922,0.05
6.4875,1.0315,0.05
6.4833,1.0953,0.05
6.479,1.1605,0.05
6.4746,1.2269,0.05
6.4702,1.2943,0.05
6.4657,1.3625,0.05
6.4612,1.4311,0.05
6.4566,1.5,0.05
6.4521,1.5689,0.05
6.4475,1.6375,0.05
6.443,1.7057,0.05
6.4386,1.7731,0.05
6.4342,1.8395,0.05
6.4299,1.9047,0.05
6.4257,1.9685,0.05
6.4216,2.0308,0.05
6.4176,2.0913,0.05
6.4137,2.1499,0.05
6.41,2.2065,0.05
6.4064,2.261,0.05
6.4029,2.3133,0.05
6.3996,2.3634,0.05
6.3965,2.4113,0.05
6.3935,2.4568,0.05
6.3906,2.5001,0.05
6.3879,2.5411,0.05
6.3854,2.5799,0.05
6.3829,2.6165,0.05
6.3807,2.651,0.05
6.3785,2.6834,0.05
6.3765,2.7139,0.05
6.3746,2.7424,0.05
6.3729,2.769,0.05
6.3712,2.794,0.05
6.3697,2.8172,0.05
6.3683,2.8389,0.05
6.3669,2.8591,0.05
6.3657,2.8778,0.05
6.3646,2.8952,0.05
6.3635,2.9114,0.05
6.3625,2.9264,0.05
6.3616,2.9403,0.05
6.3607,2.9531,0.05
6.3599,2.965,0.05
6.3592,2.976,0.05
6.3586,2.9861,0.05
6.3579,2.9955,0.05
6.6196,0.0045,0.05
6.619,0.013875,0.05
6.6183,0.024027,0.05
6.6176,0.035015,0.05
6.6168,0.046901,0.05
6.6159,0.059749,0.05
6.615,0.07363,0.05
6.614,0.088613,0.05
6.6129,0.10477,0.05
6.6117,0.12219,0.05
6.6104,0.14094,0.05
6.609,0.16111,0.05
6.6076,0.18278,0.05
6.606,0.20603,0.05
6.6043,0.23096,0.05
6.6025,0.25763,0.05
6.6006,0.28615,0.05
6.5985,0.31658,0.05
6.5963,0.349,0.05
6.594,0.38349,0.05
6.5915,0.4201,0.05
6.5889,0.4589,0.05
6.5861,0.49991,0.05
6.5832,0.54319,0.05
6.5801,0.58874,0.05
6.5768,0.63658,0.05
6.5734,0.68667,0.05
6.5699,0.739,0.05
6.5662,0.7935,0.05
6.5624,0.85011,0.05
6.5584,0.90872,0.05
6.5543,0.96922,0.05
6.5501,1.0315,0.05
6.5458,1.0953,0.05
6.5414,1.1605,0.05
6.5369,1.2269,0.05
6.5323,1.2943,0.05
6.5277,1.3625,0.05
6.523,1.4311,0.05
6.5184,1.5,0.05
6.5137,1.5689,0.05
6.509,1.6375,0.05
6.5044,1.7057,0.05
6.4999,1.7731,0.05
6.4954,1.8395,0.05
6.491,1.9047,0.05
6.4866,1.9685,0.05
6.4824,2.0308,0.05
6.4783,2.0913,0.05
6.4744,2.1499,0.05
6.4705,2.2065,0.05
6.4668,2.261,0.05
6.4633,2.3133,0.05
6.4599,2.3634,0.05
6.4566,2.4113,0.05
6.4536,2.4568,0.05
6.4506,2.5001,0.05
6.4479,2.5411,0.05
6.4452,2.5799,0.05
6.4427,2.6165,0.05
6.4404,2.651,0.05
6.4382,2.6834,0.05
6.4362,2.7139,0.05
6.4342,2.7424,0.05
6.4324,2.769,0.05
6.4307,2.794,0.05
6.4292,2.8172,0.05
6.4277,2.8389,0.05
6.4263,2.8591,0.05
6.4251,2.8778,0.05
6.4239,2.8952,0.05
6.4228,2.9114,0.05
6.4218,2.9264,0.05
6.4208,2.9403,0.05
6.42,2.9531,0.05
6.4191,2.965,0.05
6.4184,2.976,0.05
6.4177,2.9861,0.05
6.4171,2.9955,0.05
6.684,0.004929,0.05
6.6833,0.014302,0.05
6.6826,0.024453,0.05
6.6819,0.035439,0.05
6.681,0.047323,0.05
6.6801,0.06017,0.05
6.6792,0.074049,0.05
6.6781,0.08903,0.05
6.677,0.10519,0.05
6.6758,0.1226,0.05
6.6745,0.14135,0.05
6.6731,0.16152,0.05
6.6716,0.18318,0.05
6.67,0.20643,0.05
6.6683,0.23135,0.05
6.6664,0.25803,0.05
6.6644,0.28654,0.05
6.6623,0.31696,0.05
6.6601,0.34938,0.05
6.6577,0.38386,0.05
6.6551,0.42047,0.05
6.6524,0.45926,0.05
6.6496,0.50027,0.05
6.6466,0.54354,0.05
6.6434,0.58909,0.05
6.6401,0.63691,0.05
6.6366,0.687,0.05
6.633,0.73932,0.05
6.6292,0.79382,0.05
6.6252,0.85042,0.05
6.6212,0.90902,0.05
6.617,0.96951,0.05
6.6127,1.0317,0.05
6.6082,1.0956,0.05
6.6037,1.1608,0.05
6.5991,1.2272,0.05
6.5944,1.2946,0.05
6.5897,1.3627,0.05
6.5849,1.4313,0.05
6.5801,1.5002,0.05
6.5753,1.5691,0.05
6.5706,1.6377,0.05
6.5658,1.7059,0.05
6.5611,1.7733,0.05
6.5565,1.8397,0.05
6.552,1.9049,0.05
6.5476,1.9687,0.05
6.5432,2.0309,0.05
6.539,2.0914,0.05
6.535,2.15,0.05
6.531,2.2066,0.05
6.5272,2.2611,0.05
6.5236,2.3134,0.05
6.5201,2.3635,0.05
6.5168,2.4113,0.05
6.5136,2.4569,0.05
6.5106,2.5002,0.05
6.5078,2.5412,0.05
6.5051,2.58,0.05
6.5026,2.6166,0.05
6.5002,2.651,0.05
6.4979,2.6835,0.05
6.4958,2.7139,0.05
6.4938,2.7424,0.05
6.492,2.7691,0.05
6.4902,2.794,0.05
6.4886,2.8172,0.05
6.4871,2.8389,0.05
6.4857,2.8591,0.05
6.4844,2.8778,0.05
6.4832,2.8952,0.05
6.4821,2.9114,0.05
6.481,2.9264,0.05
6.4801,2.9403,0.05
6.4792,2.9531,0.05
6.4783,2.965,0.05
6.4776,2.976,0.05
6.4769,2.9861,0.05
6.4762,2.9955,0.05
6.7481,0.0089793,0.05
6.7474,0.01834,0.05
6.7467,0.028477,0.05
6.7459,0.039448,0.05
6.7451,0.051317,0.05
6.7442,0.064146,0.05
6.7432,0.078006,0.05
6.7421,0.092967,0.05
6.741,0.1091,0.05
6.7397,0.12649,0.05
6.7384,0.14522,0.05
6.737,0.16535,0.05
6.7354,0.18699,0.05
6.7338,0.21021,0.05
6.732,0.2351,0.05
6.7301,0.26173,0.05
6.7281,0.29021,0.05
6.7259,0.32059,0.05
6.7236,0.35297,0.05
6.7211,0.3874,0.05
6.7185,0.42396,0.05
6.7158,0.4627,0.05
6.7129,0.50365,0.05
6.7098,0.54687,0.05
6.7065,0.59235,0.05
6.7031,0.64011,0.05
6.6996,0.69013,0.05
6.6959,0.74238,0.05
6.692,0.7968,0.05
6.688,0.85332,0.05
6.6838,0.91185,0.05
6.6795,0.97225,0.05
6.6751,1.0344,0.05
6.6705,1.0981,0.05
6.6659,1.1633,0.05
6.6612,1.2296,0.05
6.6564,1.2969,0.05
6.6515,1.3649,0.05
6.6466,1.4334,0.05
6.6417,1.5022,0.05
6.6368,1.571,0.05
6.632,1.6396,0.05
6.6271,1.7076,0.05
6.6223,1.7749,0.05
6.6176,1.8412,0.05
6.613,1.9064,0.05
6.6084,1.9701,0.05
6.604,2.0322,0.05
6.5997,2.0926,0.05
6.5955,2.1512,0.05
6.5915,2.2077,0.05
6.5876,2.2621,0.05
6.5839,2.3144,0.05
6.5803,2.3644,0.05
6.5769,2.4121,0.05
6.5737,2.4576,0.05
6.5706,2.5008,0.05
6.5677,2.5418,0.05
6.5649,2.5805,0.05
6.5623,2.6171,0.05
6.5599,2.6515,0.05
6.5576,2.6839,0.05
6.5554,2.7143,0.05
6.5534,2.7428,0.05
6.5515,2.7694,0.05
6.5497,2.7943,0.05
6.5481,2.8175,0.05
6.5465,2.8391,0.05
6.5451,2.8593,0.05
6.5437,2.878,0.05
6.5425,2.8954,0.05
6.5414,2.9115,0.05
6.5403,2.9265,0.05
6.5393,2.9403,0.05
6.5384,2.9532,0.05
6.5375,2.965,0.05
6.5368,2.976,0.05
6.536,2.9861,0.05
6.5354,2.9955,0.05
6.8114,0.019718,0.05
6.8107,0.029044,0.05
6.81,0.039145,0.05
6.8092,0.050077,0.05
6.8083,0.061903,0.05
6.8074,0.074686,0.05
6.8064,0.088496,0.05
6.8053,0.1034,0.05
6.8041,0.11948,0.05
6.8029,0.13681,0.05
6.8015,0.15547,0.05
6.8,0.17553,0.05
6.7985,0.19709,0.05
6.7968,0.22023,0.05
6.795,0.24502,0.05
6.793,0.27156,0.05
6.791,0.29993,0.05
6.7888,0.33021,0.05
6.7864,0.36247,0.05
6.7839,0.39678,0.05
6.7813,0.43321,0.05
6.7785,0.4718,0.05
6.7755,0.51262,0.05
6.7723,0.55567,0.05
6.769,0.60099,0.05
6.7656,0.64858,0.05
6.7619,0.69842,0.05
6.7581,0.75049,0.05
6.7542,0.80471,0.05
6.7501,0.86103,0.05
6.7458,0.91934,0.05
6.7415,0.97953,0.05
6.7369,1.0415,0.05
6.7323,1.105,0.05
6.7276,1.1698,0.05
6.7228,1.2359,0.05
6.7179,1.303,0.05
6.7129,1.3708,0.05
6.708,1.4391,0.05
6.703,1.5076,0.05
6.698,1.5762,0.05
6.693,1.6445,0.05
6.688,1.7123,0.05
6.6832,1.7793,0.05
6.6783,1.8454,0.05
6.6736,1.9103,0.05
6.669,1.9738,0.05
6.6645,2.0357,0.05
6.6601,2.0959,0.05
6.6558,2.1542,0.05
6.6517,2.2105,0.05
6.6478,2.2648,0.05
6.644,2.3168,0.05
6.6404,2.3667,0.05
6.6369,2.4142,0.05
6.6336,2.4596,0.05
6.6304,2.5026,0.05
6.6275,2.5434,0.05
6.6247,2.582,0.05
6.622,2.6185,0.05
6.6195,2.6528,0.05
6.6172,2.685,0.05
6.6149,2.7153,0.05
6.6129,2.7437,0.05
6.6109,2.7702,0.05
6.6091,2.795,0.05
6.6075,2.8182,0.05
6.6059,2.8397,0.05
6.6044,2.8598,0.05
6.6031,2.8784,0.05
6.6018,2.8958,0.05
6.6006,2.9118,0.05
6.5995,2.9267,0.05
6.5985,2.9406,0.05
6.5976,2.9533,0.05
6.5967,2.9652,0.05
6.5959,2.9761,0.05
6.5952,2.9862,0.05
6.5945,2.9955,0.05
6.8732,0.037099,0.05
6.8725,0.046371,0.05
6.8718,0.056413,0.05
6.871,0.067281,0.05
6.8701,0.079038,0.05
6.8692,0.091747,0.05
6.8682,0.10548,0.05
6.8671,0.1203,0.05
6.8659,0.13628,0.05
6.8646,0.15351,0.05
6.8632,0.17205,0.05
6.8617,0.192,0.05
6.8601,0.21344,0.05
6.8584,0.23644,0.05
6.8566,0.26109,0.05
6.8547,0.28748,0.05
6.8526,0.31568,0.05
6.8503,0.34578,0.05
6.8479,0.37785,0.05
6.8454,0.41196,0.05
6.8427,0.44818,0.05
6.8399,0.48655,0.05
6.8369,0.52712,0.05
6.8337,0.56993,0.05
6.8303,0.61498,0.05
6.8268,0.6623,0.05
6.8232,0.71185,0.05
6.8193,0.76361,0.05
6.8153,0.81752,0.05
6.8112,0.87351,0.05
6.8069,0.93148,0.05
6.8024,0.99132,0.05
6.7978,1.0529,0.05
6.7932,1.116,0.05
6.7884,1.1805,0.05
6.7835,1.2462,0.05
6.7786,1.3129,0.05
6.7735,1.3803,0.05
6.7685,1.4482,0.05
6.7635,1.5163,0.05
6.7584,1.5845,0.05
6.7534,1.6524,0.05
6.7484,1.7198,0.05
6.7434,1.7864,0.05
6.7385,1.8521,0.05
6.7337,1.9166,0.05
6.7291,1.9798,0.05
6.7245,2.0413,0.05
6.72,2.1012,0.05
6.7157,2.1591,0.05
6.7116,2.2151,0.05
6.7076,2.269,0.05
6.7037,2.3208,0.05
6.7001,2.3704,0.05
6.6966,2.4177,0.05
6.6932,2.4627,0.05
6.69,2.5055,0.05
6.687,2.5461,0.05
6.6842,2.5845,0.05
6.6815,2.6207,0.05
6.679,2.6548,0.05
6.6766,2.6869,0.05
6.6743,2.717,0.05
6.6723,2.7452,0.05
6.6703,2.7716,0.05
6.6685,2.7962,0.05
6.6668,2.8192,0.05
6.6652,2.8406,0.05
6.6637,2.8606,0.05
6.6623,2.8791,0.05
6.661,2.8964,0.05
6.6598,2.9124,0.05
6.6587,2.9272,0.05
6.6577,2.9409,0.05
6.6568,2.9536,0.05
6.6559,2.9654,0.05
6.6551,2.9762,0.05
6.6544,2.9863,0.05
6.6537,2.9955,0.05
6.9331,0.060368,0.05
6.9324,0.069567,0.05
6.9317,0.07953,0.05
6.9309,0.090313,0.05
6.93,0.10198,0.05
6.929,0.11459,0.05
6.928,0.12821,0.05
6.9269,0.14291,0.05
6.9257,0.15877,0.05
6.9244,0.17586,0.05
6.9231,0.19426,0.05
6.9216,0.21406,0.05
6.92,0.23532,0.05
6.9183,0.25814,0.05
6.9164,0.2826,0.05
6.9145,0.30878,0.05
6.9124,0.33676,0.05
6.9101,0.36663,0.05
6.9077,0.39845,0.05
6.9052,0.43229,0.05
6.9025,0.46822,0.05
6.8996,0.50629,0.05
6.8966,0.54654,0.05
6.8934,0.58901,0.05
6.8901,0.63372,0.05
6.8866,0.68066,0.05
6.8829,0.72982,0.05
6.879,0.78117,0.05
6.875,0.83466,0.05
6.8708,0.89021,0.05
6.8665,0.94772,0.05
6.8621,1.0071,0.05
6.8575,1.0682,0.05
6.8528,1.1308,0.05
6.848,1.1948,0.05
6.8431,1.26,0.05
6.8381,1.3261,0.05
6.8331,1.393,0.05
6.828,1.4604,0.05
6.823,1.528,0.05
6.8179,1.5956,0.05
6.8128,1.663,0.05
6.8078,1.7298,0.05
6.8029,1.796,0.05
6.798,1.8611,0.05
6.7932,1.9251,0.05
6.7885,1.9878,0.05
6.7839,2.0489,0.05
6.7794,2.1082,0.05
6.7751,2.1657,0.05
6.7709,2.2213,0.05
6.7669,2.2748,0.05
6.7631,2.3261,0.05
6.7594,2.3753,0.05
6.7558,2.4222,0.05
6.7525,2.4669,0.05
6.7493,2.5094,0.05
6.7463,2.5497,0.05
6.7434,2.5877,0.05
6.7407,2.6237,0.05
6.7382,2.6575,0.05
6.7358,2.6893,0.05
6.7336,2.7192,0.05
6.7315,2.7472,0.05
6.7295,2.7734,0.05
6.7277,2.7978,0.05
6.7259,2.8206,0.05
6.7243,2.8419,0.05
6.7229,2.8617,0.05
6.7215,2.8801,0.05
6.7202,2.8972,0.05
6.719,2.913,0.05
6.7179,2.9277,0.05
6.7169,2.9414,0.05
6.7159,2.954,0.05
6.7151,2.9656,0.05
6.7143,2.9764,0.05
6.7135,2.9864,0.05
6.7128,2.9956,0.05
6.9908,0.088717,0.05
6.9901,0.097828,0.05
6.9894,0.1077,0.05
6.9886,0.11837,0.05
6.9877,0.12993,0.05
6.9867,0.14241,0.05
6.9857,0.1559,0.05
6.9846,0.17047,0.05
6.9835,0.18617,0.05
6.9822,0.2031,0.05
6.9808,0.22132,0.05
6.9793,0.24092,0.05
6.9777,0.26198,0.05
6.976,0.28458,0.05
6.9742,0.30881,0.05
6.9723,0.33473,0.05
6.9702,0.36245,0.05
6.968,0.39202,0.05
6.9656,0.42353,0.05
6.9631,0.45705,0.05
6.9604,0.49263,0.05
6.9575,0.53034,0.05
6.9545,0.5702,0.05
6.9514,0.61226,0.05
6.948,0.65654,0.05
6.9445,0.70302,0.05
6.9409,0.75171,0.05
6.937,0.80257,0.05
6.9331,0.85554,0.05
6.9289,0.91055,0.05
6.9246,0.96752,0.05
6.9202,1.0263,0.05
6.9157,1.0868,0.05
6.911,1.1488,0.05
6.9062,1.2122,0.05
6.9014,1.2768,0.05
6.8964,1.3423,0.05
6.8914,1.4085,0.05
6.8864,1.4752,0.05
6.8814,1.5422,0.05
6.8763,1.6091,0.05
6.8713,1.6758,0.05
6.8663,1.7421,0.05
6.8614,1.8076,0.05
6.8565,1.8721,0.05
6.8518,1.9355,0.05
6.8471,1.9975,0.05
6.8425,2.058,0.05
6.8381,2.1168,0.05
6.8338,2.1738,0.05
6.8297,2.2288,0.05
6.8257,2.2818,0.05
6.8219,2.3326,0.05
6.8182,2.3813,0.05
6.8147,2.4278,0.05
6.8114,2.4721,0.05
6.8082,2.5141,0.05
6.8052,2.554,0.05
6.8024,2.5917,0.05
6.7997,2.6273,0.05
6.7972,2.6608,0.05
6.7948,2.6923,0.05
6.7926,2.7219,0.05
6.7905,2.7496,0.05
6.7885,2.7755,0.05
6.7867,2.7998,0.05
6.785,2.8224,0.05
6.7834,2.8434,0.05
6.7819,2.863,0.05
6.7806,2.8812,0.05
6.7793,2.8982,0.05
6.7781,2.9139,0.05
6.777,2.9284,0.05
6.776,2.9419,0.05
6.7751,2.9544,0.05
6.7742,2.966,0.05
6.7734,2.9766,0.05
6.7726,2.9865,0.05
6.772,2.9956,0.05
7.0461,0.12138,0.05
7.0455,0.13039,0.05
7.0447,0.14014,0.05
7.044,0.1507,0.05
7.0431,0.16213,0.05
7.0422,0.17447,0.05
7.0412,0.18781,0.05
7.0401,0.20221,0.05
7.0389,0.21774,0.05
7.0377,0.23448,0.05
7.0363,0.2525,0.05
7.0349,0.27188,0.05
7.0333,0.2927,0.05
7.0317,0.31505,0.05
7.0299,0.339,0.05
7.0279,0.36464,0.05
7.0259,0.39204,0.05
7.0237,0.42128,0.05
7.0214,0.45244,0.05
7.0189,0.48558,0.05
7.0163,0.52077,0.05
7.0135,0.55805,0.05
7.0105,0.59746,0.05
7.0074,0.63905,0.05
7.0041,0.68283,0.05
7.0007,0.72879,0.05
6.9971,0.77694,0.05
6.9933,0.82722,0.05
6.9894,0.8796,0.05
6.9853,0.93399,0.05
6.9811,0.99032,0.05
6.9768,1.0485,0.05
6.9723,1.1083,0.05
6.9677,1.1696,0.05
6.963,1.2323,0.05
6.9583,1.2961,0.05
6.9534,1.3609,0.05
6.9485,1.4263,0.05
6.9436,1.4923,0.05
6.9386,1.5585,0.05
6.9337,1.6247,0.05
6.9287,1.6907,0.05
6.9238,1.7562,0.05
6.919,1.821,0.05
6.9142,1.8848,0.05
6.9095,1.9475,0.05
6.9049,2.0088,0.05
6.9005,2.0686,0.05
6.8961,2.1267,0.05
6.8919,2.1831,0.05
6.8878,2.2375,0.05
6.8839,2.2898,0.05
6.8801,2.3401,0.05
6.8765,2.3883,0.05
6.8731,2.4342,0.05
6.8698,2.478,0.05
6.8667,2.5196,0.05
6.8638,2.559,0.05
6.861,2.5963,0.05
6.8583,2.6315,0.05
6.8559,2.6646,0.05
6.8535,2.6958,0.05
6.8513,2.725,0.05
6.8493,2.7524,0.05
6.8474,2.7781,0.05
6.8456,2.802,0.05
6.8439,2.8244,0.05
6.8423,2.8452,0.05
6.8409,2.8646,0.05
6.8395,2.8826,0.05
6.8383,2.8993,0.05
6.8371,2.9148,0.05
6.8361,2.9292,0.05
6.8351,2.9426,0.05
6.8341,2.9549,0.05
6.8333,2.9664,0.05
6.8325,2.9769,0.05
6.8318,2.9867,0.05
6.8311,2.9957,0.05
7.0992,0.15764,0.05
7.0986,0.16654,0.05
7.0979,0.17617,0.05
7.0971,0.18659,0.05
7.0963,0.19787,0.05
7.0954,0.21006,0.05
7.0944,0.22324,0.05
7.0934,0.23745,0.05
7.0922,0.25279,0.05
7.091,0.26931,0.05
7.0897,0.28711,0.05
7.0883,0.30624,0.05
7.0868,0.3268,0.05
7.0851,0.34887,0.05
7.0834,0.37252,0.05
7.0815,0.39783,0.05
7.0795,0.42489,0.05
7.0774,0.45376,0.05
7.0752,0.48453,0.05
7.0727,0.51725,0.05
7.0702,0.55199,0.05
7.0675,0.58881,0.05
7.0646,0.62773,0.05
7.0616,0.66879,0.05
7.0584,0.71202,0.05
7.0551,0.7574,0.05
7.0516,0.80494,0.05
7.0479,0.85459,0.05
7.0441,0.90631,0.05
7.0401,0.96002,0.05
7.036,1.0156,0.05
7.0318,1.073,0.05
7.0275,1.1321,0.05
7.023,1.1927,0.05
7.0184,1.2545,0.05
7.0138,1.3176,0.05
7.0091,1.3815,0.05
7.0043,1.4462,0.05
6.9995,1.5113,0.05
6.9947,1.5767,0.05
6.9899,1.6421,0.05
6.9851,1.7072,0.05
6.9804,1.7719,0.05
6.9756,1.8358,0.05
6.971,1.8988,0.05
6.9664,1.9607,0.05
6.962,2.0213,0.05
6.9576,2.0803,0.05
6.9534,2.1377,0.05
6.9493,2.1934,0.05
6.9454,2.2471,0.05
6.9415,2.2988,0.05
6.9379,2.3484,0.05
6.9344,2.396,0.05
6.931,2.4414,0.05
6.9279,2.4846,0.05
6.9248,2.5256,0.05
6.922,2.5646,0.05
6.9193,2.6014,0.05
6.9167,2.6361,0.05
6.9143,2.6688,0.05
6.912,2.6996,0.05
6.9099,2.7285,0.05
6.9079,2.7555,0.05
6.906,2.7809,0.05
6.9043,2.8045,0.05
6.9027,2.8266,0.05
6.9012,2.8471,0.05
6.8998,2.8663,0.05
6.8984,2.8841,0.05
6.8972,2.9006,0.05
6.8961,2.9159,0.05
6.895,2.9301,0.05
6.8941,2.9433,0.05
6.8932,2.9555,0.05
6.8924,2.9668,0.05
6.8916,2.9772,0.05
6.8909,2.9868,0.05
6.8902,2.9957,0.05
7.1503,0.19675,0.05
7.1496,0.20553,0.05
7.149,0.21503,0.05
7.1482,0.22531,0.05
7.1474,0.23643,0.05
7.1466,0.24846,0.05
7.1456,0.26145,0.05
7.1446,0.27547,0.05
7.1435,0.29059,0.05
7.1424,0.30689,0.05
7.1411,0.32444,0.05
7.1397,0.34331,0.05
7.1383,0.36359,0.05
7.1367,0.38535,0.05
7.1351,0.40867,0.05
7.1333,0.43364,0.05
7.1313,0.46032,0.05
7.1293,0.4888,0.05
7.1271,0.51914,0.05
7.1248,0.55142,0.05
7.1223,0.58568,0.05
7.1197,0.62198,0.05
7.117,0.66037,0.05
7.1141,0.70087,0.05
7.111,0.7435,0.05
7.1078,0.78826,0.05
7.1044,0.83514,0.05
7.1009,0.88411,0.05
7.0973,0.93512,0.05
7.0935,0.98809,0.05
7.0895,1.0429,0.05
7.0855,1.0996,0.05
7.0813,1.1578,0.05
7.077,1.2175,0.05
7.0726,1.2786,0.05
7.0682,1.3407,0.05
7.0636,1.4038,0.05
7.059,1.4676,0.05
7.0544,1.5318,0.05
7.0498,1.5963,0.05
7.0452,1.6607,0.05
7.0406,1.725,0.05
7.036,1.7888,0.05
7.0315,1.8518,0.05
7.027,1.914,0.05
7.0226,1.975,0.05
7.0183,2.0347,0.05
7.0142,2.093,0.05
7.0101,2.1496,0.05
7.0062,2.2045,0.05
7.0023,2.2574,0.05
6.9987,2.3084,0.05
6.9952,2.3574,0.05
6.9918,2.4043,0.05
6.9886,2.449,0.05
6.9855,2.4917,0.05
6.9826,2.5322,0.05
6.9799,2.5706,0.05
6.9773,2.6069,0.05
6.9748,2.6411,0.05
6.9725,2.6734,0.05
6.9703,2.7037,0.05
6.9683,2.7322,0.05
6.9664,2.7589,0.05
6.9646,2.7839,0.05
6.9629,2.8072,0.05
6.9613,2.829,0.05
6.9599,2.8492,0.05
6.9585,2.8681,0.05
6.9573,2.8857,0.05
6.9561,2.902,0.05
6.955,2.9171,0.05
6.954,2.9311,0.05
6.9531,2.9441,0.05
6.9522,2.9561,0.05
6.9514,2.9672,0.05
6.9507,2.9775,0.05
6.95,2.987,0.05
6.9493,2.9958,0.05
7.1996,0.23795,0.05
7.199,0.2466,0.05
7.1984,0.25596,0.05
7.1977,0.26609,0.05
7.1969,0.27705,0.05
7.1961,0.2889,0.05
7.1952,0.30169,0.05
7.1943,0.31551,0.05
7.1932,0.33041,0.05
7.1921,0.34647,0.05
7.1909,0.36376,0.05
7.1896,0.38236,0.05
7.1883,0.40234,0.05
7.1868,0.42378,0.05
7.1852,0.44676,0.05
7.1835,0.47136,0.05
7.1816,0.49765,0.05
7.1797,0.52571,0.05
7.1776,0.55561,0.05
7.1754,0.58741,0.05
7.1731,0.62116,0.05
7.1706,0.65693,0.05
7.168,0.69476,0.05
7.1652,0.73466,0.05
7.1623,0.77666,0.05
7.1592,0.82077,0.05
7.156,0.86696,0.05
7.1527,0.91521,0.05
7.1492,0.96547,0.05
7.1456,1.0177,0.05
7.1419,1.0717,0.05
7.138,1.1275,0.05
7.134,1.1849,0.05
7.1299,1.2437,0.05
7.1258,1.3039,0.05
7.1215,1.3651,0.05
7.1172,1.4272,0.05
7.1128,1.4901,0.05
7.1085,1.5534,0.05
7.1041,1.6169,0.05
7.0997,1.6804,0.05
7.0953,1.7437,0.05
7.0909,1.8066,0.05
7.0866,1.8687,0.05
7.0824,1.9299,0.05
7.0782,1.9901,0.05
7.0741,2.0489,0.05
7.0701,2.1063,0.05
7.0663,2.1621,0.05
7.0625,2.2161,0.05
7.0589,2.2683,0.05
7.0554,2.3186,0.05
7.0521,2.3668,0.05
7.0489,2.413,0.05
7.0458,2.4571,0.05
7.0429,2.4991,0.05
7.0401,2.539,0.05
7.0375,2.5769,0.05
7.035,2.6126,0.05
7.0327,2.6464,0.05
7.0305,2.6782,0.05
7.0284,2.7081,0.05
7.0265,2.7362,0.05
7.0247,2.7624,0.05
7.0229,2.787,0.05
7.0214,2.81,0.05
7.0199,2.8315,0.05
7.0185,2.8514,0.05
7.0172,2.87,0.05
7.016,2.8873,0.05
7.0149,2.9034,0.05
7.0138,2.9183,0.05
7.0129,2.9321,0.05
